question_id,date,number,cert_id,exam,subject_id,review,final_topic,final_title,relation_action,current_container_slug,proposed_target_slug,slug_state,frontmatter_inclusion,blocking_reason,review_resolution,automatic_confidence,relation_state
20101003_028,2010-10-03,28,energy-management,written,1,,burners-furnaces-atomization,버너·화격자·연소장치,split-candidate,boiler-installation-combustion,burners-furnaces-atomization,proposal-not-created,pending-owner-activation,신규 slug Owner 승인 필요,automatic,high,proposal-only-not-applied
20101003_029,2010-10-03,29,energy-management,written,1,,automatic-control-interlocks,자동제어·인터록,existing-slug,boiler-control-systems,boiler-control-systems,existing,pending-owner-activation,frontmatter 관계 활성화 승인 필요,automatic,high,proposal-only-not-applied
20101003_030,2010-10-03,30,energy-management,written,1,,energy-laws-inspection,에너지 관계법규·검사,existing-slug,energy-laws-and-inspection,energy-laws-and-inspection,existing,pending-owner-activation,frontmatter 관계 활성화 승인 필요,automatic,high,proposal-only-not-applied
20101003_031,2010-10-03,31,energy-management,written,1,,piping-fittings-valves,배관·이음쇠·밸브,existing-slug,boiler-piping-insulation,boiler-piping-insulation,existing,pending-owner-activation,frontmatter 관계 활성화 승인 필요,automatic,high,proposal-only-not-applied
20101003_032,2010-10-03,32,energy-management,written,1,,steam-traps-condensate,증기트랩·응축수 환수,split-candidate,boiler-piping-insulation,steam-traps-condensate,proposal-not-created,pending-owner-activation,신규 slug Owner 승인 필요,automatic,high,proposal-only-not-applied
20101003_033,2010-10-03,33,energy-management,written,1,,heating-systems,증기·온수·복사난방,split-candidate,boiler-piping-insulation,heating-systems,proposal-not-created,pending-owner-activation,신규 slug Owner 승인 필요,automatic,high,proposal-only-not-applied
20101003_034,2010-10-03,34,energy-management,written,1,,safety-devices,안전장치·연소안전,existing-slug,boiler-protection-devices,boiler-protection-devices,existing,pending-owner-activation,frontmatter 관계 활성화 승인 필요,automatic,high,proposal-only-not-applied
20101003_035,2010-10-03,35,energy-management,written,1,,water-treatment-corrosion,수질관리·스케일·부식,existing-slug,boiler-water-treatment,boiler-water-treatment,existing,pending-owner-activation,frontmatter 관계 활성화 승인 필요,automatic,medium,proposal-only-not-applied
20101003_036,2010-10-03,36,energy-management,written,1,,efficiency-output-heat-balance,효율·증발량·열정산,existing-slug,boiler-efficiency-heat-balance,boiler-efficiency-heat-balance,existing,pending-owner-activation,frontmatter 관계 활성화 승인 필요,automatic,high,proposal-only-not-applied
20101003_037,2010-10-03,37,energy-management,written,1,,heating-load-radiators,난방부하·방열기 계산,split-candidate,boiler-installation-combustion,heating-load-radiators,proposal-not-created,pending-owner-activation,신규 slug Owner 승인 필요,automatic,high,proposal-only-not-applied
20101003_038,2010-10-03,38,energy-management,written,1,,energy-laws-inspection,에너지 관계법규·검사,existing-slug,energy-laws-and-inspection,energy-laws-and-inspection,existing,pending-owner-activation,frontmatter 관계 활성화 승인 필요,automatic,high,proposal-only-not-applied
20101003_039,2010-10-03,39,energy-management,written,1,,safety-devices,안전장치·연소안전,existing-slug,boiler-protection-devices,boiler-protection-devices,existing,pending-owner-activation,frontmatter 관계 활성화 승인 필요,automatic,medium,proposal-only-not-applied
20101003_040,2010-10-03,40,energy-management,written,1,,operation-maintenance-preservation,기동·운전·정지·보존,existing-slug,boiler-operation-maintenance,boiler-operation-maintenance,existing,pending-owner-activation,frontmatter 관계 활성화 승인 필요,automatic,high,proposal-only-not-applied
20101003_041,2010-10-03,41,energy-management,written,1,,heating-load-radiators,난방부하·방열기 계산,split-candidate,boiler-installation-combustion,heating-load-radiators,proposal-not-created,pending-owner-activation,신규 slug Owner 승인 필요,automatic,high,proposal-only-not-applied
20101003_042,2010-10-03,42,energy-management,written,1,,heating-systems,증기·온수·복사난방,split-candidate,boiler-piping-insulation,heating-systems,proposal-not-created,pending-owner-activation,신규 slug Owner 승인 필요,automatic,high,proposal-only-not-applied
20101003_043,2010-10-03,43,energy-management,written,1,,water-treatment-corrosion,수질관리·스케일·부식,existing-slug,boiler-water-treatment,boiler-water-treatment,existing,pending-owner-activation,frontmatter 관계 활성화 승인 필요,automatic,high,proposal-only-not-applied
20101003_044,2010-10-03,44,energy-management,written,1,,draft-flue-gas,통풍·연도·굴뚝,split-candidate,boiler-installation-combustion,draft-flue-gas,proposal-not-created,pending-owner-activation,신규 slug Owner 승인 필요,automatic,high,proposal-only-not-applied
20101003_045,2010-10-03,45,energy-management,written,1,,heating-systems,증기·온수·복사난방,split-candidate,boiler-piping-insulation,heating-systems,proposal-not-created,pending-owner-activation,신규 slug Owner 승인 필요,pdf-reviewed,low,proposal-only-not-applied
20101003_046,2010-10-03,46,energy-management,written,1,,water-treatment-corrosion,수질관리·스케일·부식,existing-slug,boiler-water-treatment,boiler-water-treatment,existing,pending-owner-activation,frontmatter 관계 활성화 승인 필요,automatic,high,proposal-only-not-applied
20101003_047,2010-10-03,47,energy-management,written,1,,instruments-accessories,계측·부속장치,existing-slug,boiler-accessory-equipment,boiler-accessory-equipment,existing,pending-owner-activation,frontmatter 관계 활성화 승인 필요,automatic,high,proposal-only-not-applied
20101003_048,2010-10-03,48,energy-management,written,1,,boiler-types-construction,보일러 형식·구조·재료,split-candidate,boiler-operation-basics,boiler-types-construction,proposal-not-created,pending-owner-activation,신규 slug Owner 승인 필요,automatic,high,proposal-only-not-applied
20101003_049,2010-10-03,49,energy-management,written,1,,heat-steam-thermodynamics,열·증기·열역학 기초,existing-slug,boiler-operation-basics,boiler-operation-basics,existing,pending-owner-activation,frontmatter 관계 활성화 승인 필요,automatic,high,proposal-only-not-applied
20101003_050,2010-10-03,50,energy-management,written,1,,burners-furnaces-atomization,버너·화격자·연소장치,split-candidate,boiler-installation-combustion,burners-furnaces-atomization,proposal-not-created,pending-owner-activation,신규 slug Owner 승인 필요,automatic,high,proposal-only-not-applied
20101003_051,2010-10-03,51,energy-management,written,1,,heating-systems,증기·온수·복사난방,split-candidate,boiler-piping-insulation,heating-systems,proposal-not-created,pending-owner-activation,신규 slug Owner 승인 필요,automatic,high,proposal-only-not-applied
20101003_052,2010-10-03,52,energy-management,written,1,,water-treatment-corrosion,수질관리·스케일·부식,existing-slug,boiler-water-treatment,boiler-water-treatment,existing,pending-owner-activation,frontmatter 관계 활성화 승인 필요,automatic,high,proposal-only-not-applied
20101003_053,2010-10-03,53,energy-management,written,1,,efficiency-output-heat-balance,효율·증발량·열정산,existing-slug,boiler-efficiency-heat-balance,boiler-efficiency-heat-balance,existing,pending-owner-activation,frontmatter 관계 활성화 승인 필요,automatic,high,proposal-only-not-applied
20101003_054,2010-10-03,54,energy-management,written,1,,piping-fittings-valves,배관·이음쇠·밸브,existing-slug,boiler-piping-insulation,boiler-piping-insulation,existing,pending-owner-activation,frontmatter 관계 활성화 승인 필요,automatic,medium,proposal-only-not-applied
20101003_055,2010-10-03,55,energy-management,written,1,,energy-laws-inspection,에너지 관계법규·검사,existing-slug,energy-laws-and-inspection,energy-laws-and-inspection,existing,pending-owner-activation,frontmatter 관계 활성화 승인 필요,automatic,high,proposal-only-not-applied
20101003_056,2010-10-03,56,energy-management,written,1,,energy-laws-inspection,에너지 관계법규·검사,existing-slug,energy-laws-and-inspection,energy-laws-and-inspection,existing,pending-owner-activation,frontmatter 관계 활성화 승인 필요,automatic,high,proposal-only-not-applied
20101003_057,2010-10-03,57,energy-management,written,1,,energy-laws-inspection,에너지 관계법규·검사,existing-slug,energy-laws-and-inspection,energy-laws-and-inspection,existing,pending-owner-activation,frontmatter 관계 활성화 승인 필요,automatic,high,proposal-only-not-applied
20101003_058,2010-10-03,58,energy-management,written,1,,energy-laws-inspection,에너지 관계법규·검사,existing-slug,energy-laws-and-inspection,energy-laws-and-inspection,existing,pending-owner-activation,frontmatter 관계 활성화 승인 필요,automatic,high,proposal-only-not-applied
20101003_059,2010-10-03,59,energy-management,written,1,,energy-laws-inspection,에너지 관계법규·검사,existing-slug,energy-laws-and-inspection,energy-laws-and-inspection,existing,pending-owner-activation,frontmatter 관계 활성화 승인 필요,automatic,high,proposal-only-not-applied
20101003_060,2010-10-03,60,energy-management,written,1,,energy-laws-inspection,에너지 관계법규·검사,existing-slug,energy-laws-and-inspection,energy-laws-and-inspection,existing,pending-owner-activation,frontmatter 관계 활성화 승인 필요,automatic,high,proposal-only-not-applied
20110213_001,2011-02-13,1,energy-management,written,1,,combustion-air-calculation,연소·공기비·배기가스 계산,existing-slug,boiler-installation-combustion,boiler-installation-combustion,existing,pending-owner-activation,frontmatter 관계 활성화 승인 필요,automatic,high,proposal-only-not-applied
20110213_002,2011-02-13,2,energy-management,written,1,,automatic-control-interlocks,자동제어·인터록,existing-slug,boiler-control-systems,boiler-control-systems,existing,pending-owner-activation,frontmatter 관계 활성화 승인 필요,automatic,high,proposal-only-not-applied
20110213_003,2011-02-13,3,energy-management,written,1,,heat-steam-thermodynamics,열·증기·열역학 기초,existing-slug,boiler-operation-basics,boiler-operation-basics,existing,pending-owner-activation,frontmatter 관계 활성화 승인 필요,automatic,medium,proposal-only-not-applied
20110213_004,2011-02-13,4,energy-management,written,1,,safety-devices,안전장치·연소안전,existing-slug,boiler-protection-devices,boiler-protection-devices,existing,pending-owner-activation,frontmatter 관계 활성화 승인 필요,automatic,high,proposal-only-not-applied
20110213_005,2011-02-13,5,energy-management,written,1,,heat-steam-thermodynamics,열·증기·열역학 기초,existing-slug,boiler-operation-basics,boiler-operation-basics,existing,pending-owner-activation,frontmatter 관계 활성화 승인 필요,automatic,high,proposal-only-not-applied
20110213_006,2011-02-13,6,energy-management,written,1,,fuel-properties,연료 특성·발열량,split-candidate,boiler-installation-combustion,fuel-properties,proposal-not-created,pending-owner-activation,신규 slug Owner 승인 필요,automatic,high,proposal-only-not-applied
20110213_007,2011-02-13,7,energy-management,written,1,,boiler-types-construction,보일러 형식·구조·재료,split-candidate,boiler-operation-basics,boiler-types-construction,proposal-not-created,pending-owner-activation,신규 slug Owner 승인 필요,automatic,high,proposal-only-not-applied
20110213_008,2011-02-13,8,energy-management,written,1,,water-treatment-corrosion,수질관리·스케일·부식,existing-slug,boiler-water-treatment,boiler-water-treatment,existing,pending-owner-activation,frontmatter 관계 활성화 승인 필요,automatic,high,proposal-only-not-applied
20110213_009,2011-02-13,9,energy-management,written,1,,instruments-accessories,계측·부속장치,existing-slug,boiler-accessory-equipment,boiler-accessory-equipment,existing,pending-owner-activation,frontmatter 관계 활성화 승인 필요,automatic,high,proposal-only-not-applied
20110213_010,2011-02-13,10,energy-management,written,1,,burners-furnaces-atomization,버너·화격자·연소장치,split-candidate,boiler-installation-combustion,burners-furnaces-atomization,proposal-not-created,pending-owner-activation,신규 slug Owner 승인 필요,automatic,high,proposal-only-not-applied
20110213_011,2011-02-13,11,energy-management,written,1,,fuel-properties,연료 특성·발열량,split-candidate,boiler-installation-combustion,fuel-properties,proposal-not-created,pending-owner-activation,신규 slug Owner 승인 필요,automatic,high,proposal-only-not-applied
20110213_012,2011-02-13,12,energy-management,written,1,,efficiency-output-heat-balance,효율·증발량·열정산,existing-slug,boiler-efficiency-heat-balance,boiler-efficiency-heat-balance,existing,pending-owner-activation,frontmatter 관계 활성화 승인 필요,automatic,high,proposal-only-not-applied
20110213_013,2011-02-13,13,energy-management,written,1,,auxiliary-feedwater-equipment,급수·부대설비,existing-slug,boiler-auxiliary-equipment,boiler-auxiliary-equipment,existing,pending-owner-activation,frontmatter 관계 활성화 승인 필요,automatic,medium,proposal-only-not-applied
20110213_014,2011-02-13,14,energy-management,written,1,,fuel-properties,연료 특성·발열량,split-candidate,boiler-installation-combustion,fuel-properties,proposal-not-created,pending-owner-activation,신규 slug Owner 승인 필요,automatic,high,proposal-only-not-applied
20110213_015,2011-02-13,15,energy-management,written,1,,fuel-properties,연료 특성·발열량,split-candidate,boiler-installation-combustion,fuel-properties,proposal-not-created,pending-owner-activation,신규 slug Owner 승인 필요,automatic,high,proposal-only-not-applied
20110213_016,2011-02-13,16,energy-management,written,1,,draft-flue-gas,통풍·연도·굴뚝,split-candidate,boiler-installation-combustion,draft-flue-gas,proposal-not-created,pending-owner-activation,신규 slug Owner 승인 필요,automatic,high,proposal-only-not-applied
20110213_017,2011-02-13,17,energy-management,written,1,,efficiency-output-heat-balance,효율·증발량·열정산,existing-slug,boiler-efficiency-heat-balance,boiler-efficiency-heat-balance,existing,pending-owner-activation,frontmatter 관계 활성화 승인 필요,automatic,high,proposal-only-not-applied
20110213_018,2011-02-13,18,energy-management,written,1,,automatic-control-interlocks,자동제어·인터록,existing-slug,boiler-control-systems,boiler-control-systems,existing,pending-owner-activation,frontmatter 관계 활성화 승인 필요,automatic,high,proposal-only-not-applied
20110213_019,2011-02-13,19,energy-management,written,1,,burners-furnaces-atomization,버너·화격자·연소장치,split-candidate,boiler-installation-combustion,burners-furnaces-atomization,proposal-not-created,pending-owner-activation,신규 slug Owner 승인 필요,automatic,high,proposal-only-not-applied
20110213_020,2011-02-13,20,energy-management,written,1,,boiler-types-construction,보일러 형식·구조·재료,split-candidate,boiler-operation-basics,boiler-types-construction,proposal-not-created,pending-owner-activation,신규 slug Owner 승인 필요,automatic,medium,proposal-only-not-applied
20110213_021,2011-02-13,21,energy-management,written,1,,heat-steam-thermodynamics,열·증기·열역학 기초,existing-slug,boiler-operation-basics,boiler-operation-basics,existing,pending-owner-activation,frontmatter 관계 활성화 승인 필요,automatic,high,proposal-only-not-applied
20110213_022,2011-02-13,22,energy-management,written,1,,efficiency-output-heat-balance,효율·증발량·열정산,existing-slug,boiler-efficiency-heat-balance,boiler-efficiency-heat-balance,existing,pending-owner-activation,frontmatter 관계 활성화 승인 필요,automatic,high,proposal-only-not-applied
20110213_023,2011-02-13,23,energy-management,written,1,,heat-steam-thermodynamics,열·증기·열역학 기초,existing-slug,boiler-operation-basics,boiler-operation-basics,existing,pending-owner-activation,frontmatter 관계 활성화 승인 필요,automatic,high,proposal-only-not-applied
20110213_024,2011-02-13,24,energy-management,written,1,,automatic-control-interlocks,자동제어·인터록,existing-slug,boiler-control-systems,boiler-control-systems,existing,pending-owner-activation,frontmatter 관계 활성화 승인 필요,automatic,high,proposal-only-not-applied
20110213_025,2011-02-13,25,energy-management,written,1,,auxiliary-feedwater-equipment,급수·부대설비,existing-slug,boiler-auxiliary-equipment,boiler-auxiliary-equipment,existing,pending-owner-activation,frontmatter 관계 활성화 승인 필요,pdf-reviewed,low,proposal-only-not-applied
20110213_026,2011-02-13,26,energy-management,written,1,,environmental-pollution-control,집진·환경설비,split-candidate,boiler-accessory-equipment,environmental-pollution-control,proposal-not-created,pending-owner-activation,신규 slug Owner 승인 필요,automatic,high,proposal-only-not-applied
20110213_027,2011-02-13,27,energy-management,written,1,,auxiliary-feedwater-equipment,급수·부대설비,existing-slug,boiler-auxiliary-equipment,boiler-auxiliary-equipment,existing,pending-owner-activation,frontmatter 관계 활성화 승인 필요,automatic,high,proposal-only-not-applied
20110213_028,2011-02-13,28,energy-management,written,1,,automatic-control-interlocks,자동제어·인터록,existing-slug,boiler-control-systems,boiler-control-systems,existing,pending-owner-activation,frontmatter 관계 활성화 승인 필요,automatic,high,proposal-only-not-applied
20110213_029,2011-02-13,29,energy-management,written,1,,efficiency-output-heat-balance,효율·증발량·열정산,existing-slug,boiler-efficiency-heat-balance,boiler-efficiency-heat-balance,existing,pending-owner-activation,frontmatter 관계 활성화 승인 필요,automatic,high,proposal-only-not-applied
20110213_030,2011-02-13,30,energy-management,written,1,,boiler-types-construction,보일러 형식·구조·재료,split-candidate,boiler-operation-basics,boiler-types-construction,proposal-not-created,pending-owner-activation,신규 slug Owner 승인 필요,automatic,high,proposal-only-not-applied
20110213_031,2011-02-13,31,energy-management,written,1,,draft-flue-gas,통풍·연도·굴뚝,split-candidate,boiler-installation-combustion,draft-flue-gas,proposal-not-created,pending-owner-activation,신규 slug Owner 승인 필요,automatic,medium,proposal-only-not-applied
20110213_032,2011-02-13,32,energy-management,written,1,,water-treatment-corrosion,수질관리·스케일·부식,existing-slug,boiler-water-treatment,boiler-water-treatment,existing,pending-owner-activation,frontmatter 관계 활성화 승인 필요,automatic,high,proposal-only-not-applied
20110213_033,2011-02-13,33,energy-management,written,1,,failures-accidents-safety,고장·사고·작업안전,existing-slug,boiler-work-safety,boiler-work-safety,existing,pending-owner-activation,frontmatter 관계 활성화 승인 필요,automatic,high,proposal-only-not-applied
20110213_034,2011-02-13,34,energy-management,written,1,,safety-devices,안전장치·연소안전,existing-slug,boiler-protection-devices,boiler-protection-devices,existing,pending-owner-activation,frontmatter 관계 활성화 승인 필요,automatic,high,proposal-only-not-applied
20110213_035,2011-02-13,35,energy-management,written,1,jpg 확필,operation-maintenance-preservation,기동·운전·정지·보존,existing-slug,boiler-operation-maintenance,boiler-operation-maintenance,existing,exclude,그림 문항 공개 검토 유지,pdf-reviewed,high,proposal-only-not-applied
20110213_036,2011-02-13,36,energy-management,written,1,,heating-systems,증기·온수·복사난방,split-candidate,boiler-piping-insulation,heating-systems,proposal-not-created,pending-owner-activation,신규 slug Owner 승인 필요,automatic,high,proposal-only-not-applied
20110213_037,2011-02-13,37,energy-management,written,1,,efficiency-output-heat-balance,효율·증발량·열정산,existing-slug,boiler-efficiency-heat-balance,boiler-efficiency-heat-balance,existing,pending-owner-activation,frontmatter 관계 활성화 승인 필요,automatic,medium,proposal-only-not-applied
20110213_038,2011-02-13,38,energy-management,written,1,,boiler-types-construction,보일러 형식·구조·재료,split-candidate,boiler-operation-basics,boiler-types-construction,proposal-not-created,pending-owner-activation,신규 slug Owner 승인 필요,automatic,high,proposal-only-not-applied
20110213_039,2011-02-13,39,energy-management,written,1,,instruments-accessories,계측·부속장치,existing-slug,boiler-accessory-equipment,boiler-accessory-equipment,existing,pending-owner-activation,frontmatter 관계 활성화 승인 필요,automatic,high,proposal-only-not-applied
20110213_040,2011-02-13,40,energy-management,written,1,,draft-flue-gas,통풍·연도·굴뚝,split-candidate,boiler-installation-combustion,draft-flue-gas,proposal-not-created,pending-owner-activation,신규 slug Owner 승인 필요,automatic,high,proposal-only-not-applied
20110213_041,2011-02-13,41,energy-management,written,1,,steam-traps-condensate,증기트랩·응축수 환수,split-candidate,boiler-piping-insulation,steam-traps-condensate,proposal-not-created,pending-owner-activation,신규 slug Owner 승인 필요,automatic,high,proposal-only-not-applied
20110213_042,2011-02-13,42,energy-management,written,1,,heating-systems,증기·온수·복사난방,split-candidate,boiler-piping-insulation,heating-systems,proposal-not-created,pending-owner-activation,신규 slug Owner 승인 필요,automatic,high,proposal-only-not-applied
20110213_043,2011-02-13,43,energy-management,written,1,,heating-load-radiators,난방부하·방열기 계산,split-candidate,boiler-installation-combustion,heating-load-radiators,proposal-not-created,pending-owner-activation,신규 slug Owner 승인 필요,automatic,high,proposal-only-not-applied
20110213_044,2011-02-13,44,energy-management,written,1,,operation-maintenance-preservation,기동·운전·정지·보존,existing-slug,boiler-operation-maintenance,boiler-operation-maintenance,existing,pending-owner-activation,frontmatter 관계 활성화 승인 필요,automatic,high,proposal-only-not-applied
20110213_045,2011-02-13,45,energy-management,written,1,,energy-laws-inspection,에너지 관계법규·검사,existing-slug,energy-laws-and-inspection,energy-laws-and-inspection,existing,pending-owner-activation,frontmatter 관계 활성화 승인 필요,automatic,high,proposal-only-not-applied
20110213_046,2011-02-13,46,energy-management,written,1,,burners-furnaces-atomization,버너·화격자·연소장치,split-candidate,boiler-installation-combustion,burners-furnaces-atomization,proposal-not-created,pending-owner-activation,신규 slug Owner 승인 필요,automatic,high,proposal-only-not-applied
20110213_047,2011-02-13,47,energy-management,written,1,,auxiliary-feedwater-equipment,급수·부대설비,existing-slug,boiler-auxiliary-equipment,boiler-auxiliary-equipment,existing,pending-owner-activation,frontmatter 관계 활성화 승인 필요,automatic,medium,proposal-only-not-applied
20110213_048,2011-02-13,48,energy-management,written,1,,steam-traps-condensate,증기트랩·응축수 환수,split-candidate,boiler-piping-insulation,steam-traps-condensate,proposal-not-created,pending-owner-activation,신규 slug Owner 승인 필요,automatic,high,proposal-only-not-applied
20110213_049,2011-02-13,49,energy-management,written,1,,water-treatment-corrosion,수질관리·스케일·부식,existing-slug,boiler-water-treatment,boiler-water-treatment,existing,pending-owner-activation,frontmatter 관계 활성화 승인 필요,automatic,high,proposal-only-not-applied
20110213_050,2011-02-13,50,energy-management,written,1,,heating-systems,증기·온수·복사난방,split-candidate,boiler-piping-insulation,heating-systems,proposal-not-created,pending-owner-activation,신규 slug Owner 승인 필요,automatic,medium,proposal-only-not-applied
20110213_051,2011-02-13,51,energy-management,written,1,,boiler-types-construction,보일러 형식·구조·재료,split-candidate,boiler-operation-basics,boiler-types-construction,proposal-not-created,pending-owner-activation,신규 slug Owner 승인 필요,automatic,high,proposal-only-not-applied
20110213_052,2011-02-13,52,energy-management,written,1,,draft-flue-gas,통풍·연도·굴뚝,split-candidate,boiler-installation-combustion,draft-flue-gas,proposal-not-created,pending-owner-activation,신규 slug Owner 승인 필요,automatic,high,proposal-only-not-applied
20110213_053,2011-02-13,53,energy-management,written,1,,heating-systems,증기·온수·복사난방,split-candidate,boiler-piping-insulation,heating-systems,proposal-not-created,pending-owner-activation,신규 slug Owner 승인 필요,automatic,high,proposal-only-not-applied
20110213_054,2011-02-13,54,energy-management,written,1,,heating-systems,증기·온수·복사난방,split-candidate,boiler-piping-insulation,heating-systems,proposal-not-created,pending-owner-activation,신규 slug Owner 승인 필요,automatic,high,proposal-only-not-applied
20110213_055,2011-02-13,55,energy-management,written,1,,energy-laws-inspection,에너지 관계법규·검사,existing-slug,energy-laws-and-inspection,energy-laws-and-inspection,existing,pending-owner-activation,frontmatter 관계 활성화 승인 필요,automatic,high,proposal-only-not-applied
20110213_056,2011-02-13,56,energy-management,written,1,,energy-laws-inspection,에너지 관계법규·검사,existing-slug,energy-laws-and-inspection,energy-laws-and-inspection,existing,pending-owner-activation,frontmatter 관계 활성화 승인 필요,automatic,high,proposal-only-not-applied
20110213_057,2011-02-13,57,energy-management,written,1,,energy-laws-inspection,에너지 관계법규·검사,existing-slug,energy-laws-and-inspection,energy-laws-and-inspection,existing,pending-owner-activation,frontmatter 관계 활성화 승인 필요,automatic,high,proposal-only-not-applied
20110213_058,2011-02-13,58,energy-management,written,1,,energy-laws-inspection,에너지 관계법규·검사,existing-slug,energy-laws-and-inspection,energy-laws-and-inspection,existing,pending-owner-activation,frontmatter 관계 활성화 승인 필요,automatic,high,proposal-only-not-applied
20110213_059,2011-02-13,59,energy-management,written,1,,energy-laws-inspection,에너지 관계법규·검사,existing-slug,energy-laws-and-inspection,energy-laws-and-inspection,existing,pending-owner-activation,frontmatter 관계 활성화 승인 필요,automatic,high,proposal-only-not-applied
20110213_060,2011-02-13,60,energy-management,written,1,,energy-laws-inspection,에너지 관계법규·검사,existing-slug,energy-laws-and-inspection,energy-laws-and-inspection,existing,pending-owner-activation,frontmatter 관계 활성화 승인 필요,automatic,high,proposal-only-not-applied
20110417_001,2011-04-17,1,energy-management,written,1,,environmental-pollution-control,집진·환경설비,split-candidate,boiler-accessory-equipment,environmental-pollution-control,proposal-not-created,pending-owner-activation,신규 slug Owner 승인 필요,automatic,high,proposal-only-not-applied
20110417_002,2011-04-17,2,energy-management,written,1,,safety-devices,안전장치·연소안전,existing-slug,boiler-protection-devices,boiler-protection-devices,existing,pending-owner-activation,frontmatter 관계 활성화 승인 필요,automatic,high,proposal-only-not-applied
20110417_003,2011-04-17,3,energy-management,written,1,,automatic-control-interlocks,자동제어·인터록,existing-slug,boiler-control-systems,boiler-control-systems,existing,pending-owner-activation,frontmatter 관계 활성화 승인 필요,automatic,high,proposal-only-not-applied
20110417_004,2011-04-17,4,energy-management,written,1,,safety-devices,안전장치·연소안전,existing-slug,boiler-protection-devices,boiler-protection-devices,existing,pending-owner-activation,frontmatter 관계 활성화 승인 필요,automatic,high,proposal-only-not-applied
20110417_005,2011-04-17,5,energy-management,written,1,,automatic-control-interlocks,자동제어·인터록,existing-slug,boiler-control-systems,boiler-control-systems,existing,pending-owner-activation,frontmatter 관계 활성화 승인 필요,automatic,high,proposal-only-not-applied
20110417_006,2011-04-17,6,energy-management,written,1,,safety-devices,안전장치·연소안전,existing-slug,boiler-protection-devices,boiler-protection-devices,existing,pending-owner-activation,frontmatter 관계 활성화 승인 필요,automatic,high,proposal-only-not-applied
20110417_007,2011-04-17,7,energy-management,written,1,,boiler-types-construction,보일러 형식·구조·재료,split-candidate,boiler-operation-basics,boiler-types-construction,proposal-not-created,pending-owner-activation,신규 slug Owner 승인 필요,automatic,high,proposal-only-not-applied
20110417_008,2011-04-17,8,energy-management,written,1,,boiler-types-construction,보일러 형식·구조·재료,split-candidate,boiler-operation-basics,boiler-types-construction,proposal-not-created,pending-owner-activation,신규 slug Owner 승인 필요,automatic,high,proposal-only-not-applied
20110417_009,2011-04-17,9,energy-management,written,1,,instruments-accessories,계측·부속장치,existing-slug,boiler-accessory-equipment,boiler-accessory-equipment,existing,pending-owner-activation,frontmatter 관계 활성화 승인 필요,automatic,high,proposal-only-not-applied
20110417_010,2011-04-17,10,energy-management,written,1,,burners-furnaces-atomization,버너·화격자·연소장치,split-candidate,boiler-installation-combustion,burners-furnaces-atomization,proposal-not-created,pending-owner-activation,신규 slug Owner 승인 필요,automatic,high,proposal-only-not-applied
20110417_011,2011-04-17,11,energy-management,written,1,,efficiency-output-heat-balance,효율·증발량·열정산,existing-slug,boiler-efficiency-heat-balance,boiler-efficiency-heat-balance,existing,pending-owner-activation,frontmatter 관계 활성화 승인 필요,automatic,medium,proposal-only-not-applied
20110417_012,2011-04-17,12,energy-management,written,1,,combustion-air-calculation,연소·공기비·배기가스 계산,existing-slug,boiler-installation-combustion,boiler-installation-combustion,existing,pending-owner-activation,frontmatter 관계 활성화 승인 필요,automatic,high,proposal-only-not-applied
20110417_013,2011-04-17,13,energy-management,written,1,,safety-devices,안전장치·연소안전,existing-slug,boiler-protection-devices,boiler-protection-devices,existing,pending-owner-activation,frontmatter 관계 활성화 승인 필요,automatic,high,proposal-only-not-applied
20110417_014,2011-04-17,14,energy-management,written,1,,auxiliary-feedwater-equipment,급수·부대설비,existing-slug,boiler-auxiliary-equipment,boiler-auxiliary-equipment,existing,pending-owner-activation,frontmatter 관계 활성화 승인 필요,automatic,medium,proposal-only-not-applied
20110417_015,2011-04-17,15,energy-management,written,1,,instruments-accessories,계측·부속장치,existing-slug,boiler-accessory-equipment,boiler-accessory-equipment,existing,pending-owner-activation,frontmatter 관계 활성화 승인 필요,automatic,high,proposal-only-not-applied
20110417_016,2011-04-17,16,energy-management,written,1,,safety-devices,안전장치·연소안전,existing-slug,boiler-protection-devices,boiler-protection-devices,existing,pending-owner-activation,frontmatter 관계 활성화 승인 필요,pdf-reviewed,low,proposal-only-not-applied
20110417_017,2011-04-17,17,energy-management,written,1,,burners-furnaces-atomization,버너·화격자·연소장치,split-candidate,boiler-installation-combustion,burners-furnaces-atomization,proposal-not-created,pending-owner-activation,신규 slug Owner 승인 필요,automatic,high,proposal-only-not-applied
20110417_018,2011-04-17,18,energy-management,written,1,,heat-steam-thermodynamics,열·증기·열역학 기초,existing-slug,boiler-operation-basics,boiler-operation-basics,existing,pending-owner-activation,frontmatter 관계 활성화 승인 필요,automatic,high,proposal-only-not-applied
20110417_019,2011-04-17,19,energy-management,written,1,,heat-steam-thermodynamics,열·증기·열역학 기초,existing-slug,boiler-operation-basics,boiler-operation-basics,existing,pending-owner-activation,frontmatter 관계 활성화 승인 필요,automatic,high,proposal-only-not-applied
20110417_020,2011-04-17,20,energy-management,written,1,,draft-flue-gas,통풍·연도·굴뚝,split-candidate,boiler-installation-combustion,draft-flue-gas,proposal-not-created,pending-owner-activation,신규 slug Owner 승인 필요,automatic,high,proposal-only-not-applied
