"question_id","date","number","result","source_page","inline_answer_match","final_answer_table_match","note"
"20111009_008","2011-10-09","8","PASS","1","PASS","PASS",""
"20111009_009","2011-10-09","9","PASS","1","PASS","PASS",""
"20111009_010","2011-10-09","10","PASS","1","PASS","PASS",""
"20111009_011","2011-10-09","11","PASS","1","PASS","PASS",""
"20111009_012","2011-10-09","12","PASS","1","PASS","PASS",""
"20111009_013","2011-10-09","13","PASS","1","PASS","PASS",""
"20111009_014","2011-10-09","14","PASS","1","PASS","PASS",""
"20111009_015","2011-10-09","15","PASS","1","PASS","PASS",""
"20111009_016","2011-10-09","16","PASS","1","PASS","PASS",""
"20111009_017","2011-10-09","17","PASS","1","PASS","PASS",""
"20111009_018","2011-10-09","18","PASS","1","PASS","PASS",""
"20111009_019","2011-10-09","19","PASS","1","PASS","PASS",""
"20111009_020","2011-10-09","20","PASS","1","PASS","PASS",""
"20111009_021","2011-10-09","21","PASS","1","PASS","PASS",""
"20111009_022","2011-10-09","22","PASS","2","PASS","PASS",""
"20111009_023","2011-10-09","23","PASS","2","PASS","PASS",""
"20111009_024","2011-10-09","24","PASS","2","PASS","PASS",""
"20111009_025","2011-10-09","25","PASS","2","PASS","PASS",""
"20111009_026","2011-10-09","26","PASS","2","PASS","PASS",""
"20111009_027","2011-10-09","27","PASS","2","PASS","PASS",""
"20111009_028","2011-10-09","28","PASS","2","PASS","PASS",""
"20111009_029","2011-10-09","29","PASS","2","PASS","PASS",""
"20111009_030","2011-10-09","30","PASS","2","PASS","PASS",""
"20111009_031","2011-10-09","31","PASS","2","PASS","PASS",""
"20111009_032","2011-10-09","32","PASS","2","PASS","PASS",""
"20111009_033","2011-10-09","33","PASS","2","PASS","PASS",""
"20111009_034","2011-10-09","34","PASS","2","PASS","PASS",""
"20111009_035","2011-10-09","35","PASS","2","PASS","PASS",""
"20111009_036","2011-10-09","36","PASS","2","PASS","PASS",""
"20111009_037","2011-10-09","37","PASS","2","PASS","PASS",""
"20111009_038","2011-10-09","38","PASS","2","PASS","PASS",""
"20111009_039","2011-10-09","39","PASS","2","PASS","PASS",""
"20111009_040","2011-10-09","40","PASS","3","PASS","PASS",""
"20111009_041","2011-10-09","41","PASS","3","PASS","PASS",""
"20111009_042","2011-10-09","42","PASS","3","PASS","PASS",""
"20111009_043","2011-10-09","43","PASS","3","PASS","PASS",""
"20111009_044","2011-10-09","44","PASS","3","PASS","PASS",""
"20111009_045","2011-10-09","45","PASS","3","PASS","PASS",""
"20111009_046","2011-10-09","46","PASS","3","PASS","PASS",""
"20111009_047","2011-10-09","47","PASS","3","PASS","PASS",""
"20111009_048","2011-10-09","48","PASS","3","PASS","PASS",""
"20111009_049","2011-10-09","49","PASS","3","PASS","PASS",""
"20111009_050","2011-10-09","50","PASS","3","PASS","PASS",""
"20111009_051","2011-10-09","51","PASS","3","PASS","PASS",""
"20111009_052","2011-10-09","52","PASS","3","PASS","PASS",""
"20111009_053","2011-10-09","53","PASS","3","PASS","PASS",""
"20111009_054","2011-10-09","54","PASS","3","PASS","PASS",""
"20111009_055","2011-10-09","55","PASS","3","PASS","PASS",""
"20111009_056","2011-10-09","56","PASS","3","PASS","PASS",""
"20111009_057","2011-10-09","57","PASS","3","PASS","PASS",""
"20111009_058","2011-10-09","58","PASS","3","PASS","PASS",""
"20111009_059","2011-10-09","59","PASS","4","PASS","PASS",""
"20111009_060","2011-10-09","60","PASS","4","PASS","PASS",""
"20120212_001","2012-02-12","1","PASS","1","PASS","PASS",""
"20120212_002","2012-02-12","2","PASS","1","PASS","PASS",""
"20120212_003","2012-02-12","3","PASS","1","PASS","PASS",""
"20120212_004","2012-02-12","4","PASS","1","PASS","PASS",""
"20120212_005","2012-02-12","5","PASS","1","PASS","PASS",""
"20120212_006","2012-02-12","6","PASS","1","PASS","PASS",""
"20120212_007","2012-02-12","7","PASS","1","PASS","PASS",""
"20120212_008","2012-02-12","8","PASS","1","PASS","PASS",""
"20120212_009","2012-02-12","9","PASS","1","PASS","PASS",""
"20120212_010","2012-02-12","10","PASS","1","PASS","PASS",""
"20120212_011","2012-02-12","11","PASS","1","PASS","PASS",""
"20120212_012","2012-02-12","12","PASS","1","PASS","PASS",""
"20120212_013","2012-02-12","13","PASS","1","PASS","PASS",""
"20120212_014","2012-02-12","14","PASS","1","PASS","PASS",""
"20120212_015","2012-02-12","15","PASS","1","PASS","PASS",""
"20120212_016","2012-02-12","16","PASS","1","PASS","PASS",""
"20120212_017","2012-02-12","17","PASS","1","PASS","PASS",""
"20120212_018","2012-02-12","18","PASS","1","PASS","PASS",""
"20120212_019","2012-02-12","19","PASS","1","PASS","PASS",""
"20120212_020","2012-02-12","20","PASS","1","PASS","PASS",""
"20120212_021","2012-02-12","21","IMAGE_REVIEW_INCOMPLETE","2","PASS","PASS","이미지·도형·보기 문맥이 누락되었거나 placeholder로 저장됨"
"20120212_022","2012-02-12","22","PASS","2","PASS","PASS",""
"20120212_023","2012-02-12","23","PASS","2","PASS","PASS",""
"20120212_024","2012-02-12","24","PASS","2","PASS","PASS",""
"20120212_025","2012-02-12","25","PASS","2","PASS","PASS",""
"20120212_026","2012-02-12","26","PASS","2","PASS","PASS",""
"20120212_027","2012-02-12","27","PASS","2","PASS","PASS",""
"20120212_028","2012-02-12","28","PASS","2","PASS","PASS",""
"20120212_029","2012-02-12","29","PASS","2","PASS","PASS",""
"20120212_030","2012-02-12","30","PASS","2","PASS","PASS",""
"20120212_031","2012-02-12","31","PASS","2","PASS","PASS",""
"20120212_032","2012-02-12","32","PASS","2","PASS","PASS",""
"20120212_033","2012-02-12","33","PASS","2","PASS","PASS",""
"20120212_034","2012-02-12","34","PASS","2","PASS","PASS",""
"20120212_035","2012-02-12","35","PASS","2","PASS","PASS",""
"20120212_036","2012-02-12","36","PASS","2","PASS","PASS",""
"20120212_037","2012-02-12","37","PASS","2","PASS","PASS",""
"20120212_038","2012-02-12","38","PASS","2","PASS","PASS",""
"20120212_039","2012-02-12","39","PASS","2","PASS","PASS",""
"20120212_040","2012-02-12","40","PASS","3","PASS","PASS",""
"20120212_041","2012-02-12","41","PASS","3","PASS","PASS",""
"20120212_042","2012-02-12","42","PASS","3","PASS","PASS",""
"20120212_043","2012-02-12","43","PASS","3","PASS","PASS",""
"20120212_044","2012-02-12","44","PASS","3","PASS","PASS",""
"20120212_045","2012-02-12","45","PASS","3","PASS","PASS",""
"20120212_046","2012-02-12","46","PASS","3","PASS","PASS",""
"20120212_047","2012-02-12","47","PASS","3","PASS","PASS",""
"20120212_048","2012-02-12","48","PASS","3","PASS","PASS",""
"20120212_049","2012-02-12","49","PASS","3","PASS","PASS",""
"20120212_050","2012-02-12","50","PASS","3","PASS","PASS",""
"20120212_051","2012-02-12","51","PASS","3","PASS","PASS",""
"20120212_052","2012-02-12","52","PASS","3","PASS","PASS",""
"20120212_053","2012-02-12","53","PASS","3","PASS","PASS",""
"20120212_054","2012-02-12","54","PASS","3","PASS","PASS",""
"20120212_055","2012-02-12","55","PASS","3","PASS","PASS",""
"20120212_056","2012-02-12","56","PASS","4","PASS","PASS",""
"20120212_057","2012-02-12","57","PASS","4","PASS","PASS",""
"20120212_058","2012-02-12","58","PASS","4","PASS","PASS",""
"20120212_059","2012-02-12","59","PASS","4","PASS","PASS",""
"20120212_060","2012-02-12","60","PASS","4","PASS","PASS",""
"20120408_001","2012-04-08","1","PASS","1","PASS","PASS",""
"20120408_002","2012-04-08","2","PASS","1","PASS","PASS",""
"20120408_003","2012-04-08","3","PASS","1","PASS","PASS",""
"20120408_004","2012-04-08","4","PASS","1","PASS","PASS",""
"20120408_005","2012-04-08","5","PASS","1","PASS","PASS",""
"20120408_006","2012-04-08","6","PASS","1","PASS","PASS",""
"20120408_007","2012-04-08","7","IMAGE_REVIEW_INCOMPLETE","1","PASS","PASS","이미지·도형·보기 문맥이 누락되었거나 placeholder로 저장됨"
"20120408_008","2012-04-08","8","PASS","1","PASS","PASS",""
"20120408_009","2012-04-08","9","PASS","1","PASS","PASS",""
"20120408_010","2012-04-08","10","PASS","1","PASS","PASS",""
"20120408_011","2012-04-08","11","PASS","1","PASS","PASS",""
"20120408_012","2012-04-08","12","PASS","1","PASS","PASS",""
"20120408_013","2012-04-08","13","PASS","1","PASS","PASS",""
"20120408_014","2012-04-08","14","PASS","1","PASS","PASS",""
"20120408_015","2012-04-08","15","TRANSCRIPTION_ERROR","1","PASS","PASS","PDF의 '증기' 2곳이 JSON에서 '중기'로 전사됨"
"20120408_016","2012-04-08","16","PASS","1","PASS","PASS",""
"20120408_017","2012-04-08","17","PASS","2","PASS","PASS",""
"20120408_018","2012-04-08","18","PASS","2","PASS","PASS",""
"20120408_019","2012-04-08","19","PASS","2","PASS","PASS",""
"20120408_020","2012-04-08","20","IMAGE_REVIEW_INCOMPLETE","2","PASS","PASS","이미지·도형·보기 문맥이 누락되었거나 placeholder로 저장됨"
"20120408_021","2012-04-08","21","PASS","2","PASS","PASS",""
"20120408_022","2012-04-08","22","PASS","2","PASS","PASS",""
"20120408_023","2012-04-08","23","PASS","2","PASS","PASS",""
"20120408_024","2012-04-08","24","PASS","2","PASS","PASS",""
"20120408_025","2012-04-08","25","PASS","2","PASS","PASS",""
"20120408_026","2012-04-08","26","PASS","2","PASS","PASS",""
"20120408_027","2012-04-08","27","PASS","2","PASS","PASS",""
"20120408_028","2012-04-08","28","IMAGE_REVIEW_INCOMPLETE","2","PASS","PASS","이미지·도형·보기 문맥이 누락되었거나 placeholder로 저장됨"
"20120408_029","2012-04-08","29","PASS","2","PASS","PASS",""
"20120408_030","2012-04-08","30","PASS","2","PASS","PASS",""
"20120408_031","2012-04-08","31","PASS","2","PASS","PASS",""
"20120408_032","2012-04-08","32","PASS","2","PASS","PASS",""
"20120408_033","2012-04-08","33","PASS","2","PASS","PASS",""
"20120408_034","2012-04-08","34","PASS","3","PASS","PASS",""
"20120408_035","2012-04-08","35","PASS","3","PASS","PASS",""
"20120408_036","2012-04-08","36","PASS","3","PASS","PASS",""
"20120408_037","2012-04-08","37","PASS","3","PASS","PASS",""
"20120408_038","2012-04-08","38","PASS","3","PASS","PASS",""
"20120408_039","2012-04-08","39","TRANSCRIPTION_ERROR","3","PASS","PASS","PDF의 '종류를'이 JSON에서 '증류를'로 전사됨"
"20120408_040","2012-04-08","40","PASS","3","PASS","PASS",""
"20120408_041","2012-04-08","41","PASS","3","PASS","PASS",""
"20120408_042","2012-04-08","42","PASS","3","PASS","PASS",""
"20120408_043","2012-04-08","43","PASS","3","PASS","PASS",""
"20120408_044","2012-04-08","44","PASS","3","PASS","PASS",""
"20120408_045","2012-04-08","45","PASS","3","PASS","PASS",""
"20120408_046","2012-04-08","46","PASS","3","PASS","PASS",""
"20120408_047","2012-04-08","47","PASS","3","PASS","PASS",""
"20120408_048","2012-04-08","48","PASS","3","PASS","PASS",""
"20120408_049","2012-04-08","49","PASS","3","PASS","PASS",""
"20120408_050","2012-04-08","50","PASS","3","PASS","PASS",""
"20120408_051","2012-04-08","51","PASS","4","PASS","PASS",""
"20120408_052","2012-04-08","52","PASS","4","PASS","PASS",""
"20120408_053","2012-04-08","53","PASS","4","PASS","PASS",""
"20120408_054","2012-04-08","54","PASS","4","PASS","PASS",""
"20120408_055","2012-04-08","55","PASS","4","PASS","PASS",""
"20120408_056","2012-04-08","56","PASS","4","PASS","PASS",""
"20120408_057","2012-04-08","57","PASS","4","PASS","PASS",""
"20120408_058","2012-04-08","58","PASS","4","PASS","PASS",""
"20120408_059","2012-04-08","59","PASS","4","PASS","PASS",""
"20120408_060","2012-04-08","60","PASS","4","PASS","PASS",""
"20120722_001","2012-07-22","1","PASS","1","PASS","PASS",""
"20120722_002","2012-07-22","2","PASS","1","PASS","PASS",""
"20120722_003","2012-07-22","3","PASS","1","PASS","PASS",""
"20120722_004","2012-07-22","4","PASS","1","PASS","PASS",""
"20120722_005","2012-07-22","5","PASS","1","PASS","PASS",""
"20120722_006","2012-07-22","6","PASS","1","PASS","PASS",""
"20120722_007","2012-07-22","7","PASS","1","PASS","PASS",""
"20120722_008","2012-07-22","8","PASS","1","PASS","PASS",""
"20120722_009","2012-07-22","9","PASS","1","PASS","PASS",""
"20120722_010","2012-07-22","10","PASS","1","PASS","PASS",""
"20120722_011","2012-07-22","11","PASS","1","PASS","PASS",""
"20120722_012","2012-07-22","12","PASS","1","PASS","PASS",""
"20120722_013","2012-07-22","13","PASS","1","PASS","PASS",""
"20120722_014","2012-07-22","14","PASS","1","PASS","PASS",""
"20120722_015","2012-07-22","15","PASS","1","PASS","PASS",""
"20120722_016","2012-07-22","16","PASS","1","PASS","PASS",""
"20120722_017","2012-07-22","17","PASS","1","PASS","PASS",""
"20120722_018","2012-07-22","18","PASS","1","PASS","PASS",""
"20120722_019","2012-07-22","19","PASS","2","PASS","PASS",""
"20120722_020","2012-07-22","20","PASS","2","PASS","PASS",""
"20120722_021","2012-07-22","21","PASS","2","PASS","PASS",""
"20120722_022","2012-07-22","22","PASS","2","PASS","PASS",""
"20120722_023","2012-07-22","23","PASS","2","PASS","PASS",""
"20120722_024","2012-07-22","24","PASS","2","PASS","PASS",""
"20120722_025","2012-07-22","25","PASS","2","PASS","PASS",""
"20120722_026","2012-07-22","26","PASS","2","PASS","PASS",""
"20120722_027","2012-07-22","27","PASS","2","PASS","PASS",""
"20120722_028","2012-07-22","28","PASS","2","PASS","PASS",""
"20120722_029","2012-07-22","29","PASS","2","PASS","PASS",""
"20120722_030","2012-07-22","30","PASS","2","PASS","PASS",""
"20120722_031","2012-07-22","31","PASS","2","PASS","PASS",""
"20120722_032","2012-07-22","32","PASS","2","PASS","PASS",""
"20120722_033","2012-07-22","33","PASS","2","PASS","PASS",""
"20120722_034","2012-07-22","34","PASS","2","PASS","PASS",""
"20120722_035","2012-07-22","35","PASS","2","PASS","PASS",""
"20120722_036","2012-07-22","36","PASS","2","PASS","PASS",""
"20120722_037","2012-07-22","37","PASS","2","PASS","PASS",""
"20120722_038","2012-07-22","38","PASS","3","PASS","PASS",""
"20120722_039","2012-07-22","39","PASS","3","PASS","PASS",""
"20120722_040","2012-07-22","40","PASS","3","PASS","PASS",""
"20120722_041","2012-07-22","41","PASS","3","PASS","PASS",""
"20120722_042","2012-07-22","42","PASS","3","PASS","PASS",""
"20120722_043","2012-07-22","43","PASS","3","PASS","PASS",""
"20120722_044","2012-07-22","44","PASS","3","PASS","PASS",""
"20120722_045","2012-07-22","45","PASS","3","PASS","PASS",""
"20120722_046","2012-07-22","46","PASS","3","PASS","PASS",""
"20120722_047","2012-07-22","47","PASS","3","PASS","PASS",""
"20120722_048","2012-07-22","48","PASS","3","PASS","PASS",""
"20120722_049","2012-07-22","49","PASS","3","PASS","PASS",""
"20120722_050","2012-07-22","50","PASS","3","PASS","PASS",""
"20120722_051","2012-07-22","51","PASS","3","PASS","PASS",""
"20120722_052","2012-07-22","52","IMAGE_REVIEW_INCOMPLETE","3","PASS","PASS","이미지·도형·보기 문맥이 누락되었거나 placeholder로 저장됨"
"20120722_053","2012-07-22","53","PASS","3","PASS","PASS",""
"20120722_054","2012-07-22","54","PASS","4","PASS","PASS",""
"20120722_055","2012-07-22","55","PASS","4","PASS","PASS",""
"20120722_056","2012-07-22","56","PASS","4","PASS","PASS",""
"20120722_057","2012-07-22","57","PASS","4","PASS","PASS",""
"20120722_058","2012-07-22","58","PASS","4","PASS","PASS",""
"20120722_059","2012-07-22","59","PASS","4","PASS","PASS",""
"20120722_060","2012-07-22","60","PASS","4","PASS","PASS",""
"20121020_001","2012-10-20","1","PASS","1","PASS","PASS",""
"20121020_002","2012-10-20","2","PASS","1","PASS","PASS",""
"20121020_003","2012-10-20","3","PASS","1","PASS","PASS",""
"20121020_004","2012-10-20","4","PASS","1","PASS","PASS",""
"20121020_005","2012-10-20","5","PASS","1","PASS","PASS",""
"20121020_006","2012-10-20","6","PASS","1","PASS","PASS",""
"20121020_007","2012-10-20","7","PASS","1","PASS","PASS",""
"20121020_008","2012-10-20","8","PASS","1","PASS","PASS",""
"20121020_009","2012-10-20","9","PASS","1","PASS","PASS",""
"20121020_010","2012-10-20","10","PASS","1","PASS","PASS",""
"20121020_011","2012-10-20","11","PASS","1","PASS","PASS",""
"20121020_012","2012-10-20","12","PASS","1","PASS","PASS",""
"20121020_013","2012-10-20","13","PASS","1","PASS","PASS",""
"20121020_014","2012-10-20","14","PASS","1","PASS","PASS",""
"20121020_015","2012-10-20","15","PASS","1","PASS","PASS",""
"20121020_016","2012-10-20","16","PASS","1","PASS","PASS",""
"20121020_017","2012-10-20","17","PASS","1","PASS","PASS",""
"20121020_018","2012-10-20","18","PASS","1","PASS","PASS",""
"20121020_019","2012-10-20","19","PASS","2","PASS","PASS",""
"20121020_020","2012-10-20","20","PASS","2","PASS","PASS",""
"20121020_021","2012-10-20","21","PASS","2","PASS","PASS",""
"20121020_022","2012-10-20","22","PASS","2","PASS","PASS",""
"20121020_023","2012-10-20","23","PASS","2","PASS","PASS",""
"20121020_024","2012-10-20","24","PASS","2","PASS","PASS",""
"20121020_025","2012-10-20","25","PASS","2","PASS","PASS",""
"20121020_026","2012-10-20","26","PASS","2","PASS","PASS",""
"20121020_027","2012-10-20","27","PASS","2","PASS","PASS",""
"20121020_028","2012-10-20","28","PASS","2","PASS","PASS",""
"20121020_029","2012-10-20","29","PASS","2","PASS","PASS",""
"20121020_030","2012-10-20","30","PASS","2","PASS","PASS",""
"20121020_031","2012-10-20","31","PASS","2","PASS","PASS",""
"20121020_032","2012-10-20","32","PASS","2","PASS","PASS",""
"20121020_033","2012-10-20","33","PASS","2","PASS","PASS",""
"20121020_034","2012-10-20","34","PASS","2","PASS","PASS",""
"20121020_035","2012-10-20","35","PASS","3","PASS","PASS",""
"20121020_036","2012-10-20","36","PASS","3","PASS","PASS",""
"20121020_037","2012-10-20","37","PASS","3","PASS","PASS",""
"20121020_038","2012-10-20","38","PASS","3","PASS","PASS",""
"20121020_039","2012-10-20","39","PASS","3","PASS","PASS",""
"20121020_040","2012-10-20","40","PASS","3","PASS","PASS",""
"20121020_041","2012-10-20","41","PASS","3","PASS","PASS",""
"20121020_042","2012-10-20","42","IMAGE_REVIEW_INCOMPLETE","3","PASS","PASS","이미지·도형·보기 문맥이 누락되었거나 placeholder로 저장됨"
"20121020_043","2012-10-20","43","PASS","3","PASS","PASS",""
"20121020_044","2012-10-20","44","PASS","3","PASS","PASS",""
"20121020_045","2012-10-20","45","PASS","3","PASS","PASS",""
"20121020_046","2012-10-20","46","PASS","3","PASS","PASS",""
"20121020_047","2012-10-20","47","PASS","3","PASS","PASS",""
"20121020_048","2012-10-20","48","PASS","3","PASS","PASS",""
"20121020_049","2012-10-20","49","PASS","3","PASS","PASS",""
"20121020_050","2012-10-20","50","PASS","3","PASS","PASS",""
"20121020_051","2012-10-20","51","PASS","4","PASS","PASS",""
"20121020_052","2012-10-20","52","IMAGE_REVIEW_INCOMPLETE","4","PASS","PASS","이미지·도형·보기 문맥이 누락되었거나 placeholder로 저장됨"
"20121020_053","2012-10-20","53","PASS","4","PASS","PASS",""
"20121020_054","2012-10-20","54","PASS","4","PASS","PASS",""
"20121020_055","2012-10-20","55","PASS","4","PASS","PASS",""
"20121020_056","2012-10-20","56","PASS","4","PASS","PASS",""
"20121020_057","2012-10-20","57","PASS","4","PASS","PASS",""
"20121020_058","2012-10-20","58","PASS","4","PASS","PASS",""
"20121020_059","2012-10-20","59","PASS","4","PASS","PASS",""
"20121020_060","2012-10-20","60","PASS","4","PASS","PASS",""
"20130127_001","2013-01-27","1","PASS","1","PASS","PASS",""
"20130127_002","2013-01-27","2","PASS","1","PASS","PASS",""
"20130127_003","2013-01-27","3","PASS","1","PASS","PASS",""
"20130127_004","2013-01-27","4","PASS","1","PASS","PASS",""
"20130127_005","2013-01-27","5","PASS","1","PASS","PASS",""
"20130127_006","2013-01-27","6","PASS","1","PASS","PASS",""
"20130127_007","2013-01-27","7","PASS","1","PASS","PASS",""
"20130127_008","2013-01-27","8","PASS","1","PASS","PASS",""
"20130127_009","2013-01-27","9","PASS","1","PASS","PASS",""
"20130127_010","2013-01-27","10","PASS","1","PASS","PASS",""
"20130127_011","2013-01-27","11","TRANSCRIPTION_ERROR","1","PASS","PASS","PDF의 '미립화용'이 JSON에서 '미립회용'으로 전사됨"
"20130127_012","2013-01-27","12","PASS","1","PASS","PASS",""
"20130127_013","2013-01-27","13","PASS","1","PASS","PASS",""
"20130127_014","2013-01-27","14","PASS","1","PASS","PASS",""
"20130127_015","2013-01-27","15","PASS","1","PASS","PASS",""
"20130127_016","2013-01-27","16","PASS","1","PASS","PASS",""
"20130127_017","2013-01-27","17","PASS","1","PASS","PASS",""
"20130127_018","2013-01-27","18","PASS","1","PASS","PASS",""
"20130127_019","2013-01-27","19","PASS","1","PASS","PASS",""
"20130127_020","2013-01-27","20","PASS","2","PASS","PASS",""
"20130127_021","2013-01-27","21","PASS","2","PASS","PASS",""
"20130127_022","2013-01-27","22","PASS","2","PASS","PASS",""
"20130127_023","2013-01-27","23","PASS","2","PASS","PASS",""
"20130127_024","2013-01-27","24","PASS","2","PASS","PASS",""
"20130127_025","2013-01-27","25","PASS","2","PASS","PASS",""
"20130127_026","2013-01-27","26","PASS","2","PASS","PASS",""
"20130127_027","2013-01-27","27","PASS","2","PASS","PASS",""
"20130127_028","2013-01-27","28","PASS","2","PASS","PASS",""
"20130127_029","2013-01-27","29","PASS","2","PASS","PASS",""
"20130127_030","2013-01-27","30","PASS","2","PASS","PASS",""
"20130127_031","2013-01-27","31","PASS","2","PASS","PASS",""
"20130127_032","2013-01-27","32","PASS","2","PASS","PASS",""
"20130127_033","2013-01-27","33","PASS","2","PASS","PASS",""
"20130127_034","2013-01-27","34","PASS","2","PASS","PASS",""
"20130127_035","2013-01-27","35","PASS","2","PASS","PASS",""
"20130127_036","2013-01-27","36","PASS","3","PASS","PASS",""
"20130127_037","2013-01-27","37","PASS","3","PASS","PASS",""
"20130127_038","2013-01-27","38","PASS","3","PASS","PASS",""
"20130127_039","2013-01-27","39","PASS","3","PASS","PASS",""
"20130127_040","2013-01-27","40","PASS","3","PASS","PASS",""
"20130127_041","2013-01-27","41","PASS","3","PASS","PASS",""
"20130127_042","2013-01-27","42","PASS","3","PASS","PASS",""
"20130127_043","2013-01-27","43","PASS","3","PASS","PASS",""
"20130127_044","2013-01-27","44","PASS","3","PASS","PASS",""
"20130127_045","2013-01-27","45","PASS","3","PASS","PASS",""
"20130127_046","2013-01-27","46","PASS","3","PASS","PASS",""
"20130127_047","2013-01-27","47","PASS","3","PASS","PASS",""
"20130127_048","2013-01-27","48","PASS","3","PASS","PASS",""
"20130127_049","2013-01-27","49","PASS","3","PASS","PASS",""
"20130127_050","2013-01-27","50","PASS","3","PASS","PASS",""
"20130127_051","2013-01-27","51","PASS","4","PASS","PASS",""
"20130127_052","2013-01-27","52","PASS","4","PASS","PASS",""
"20130127_053","2013-01-27","53","PASS","4","PASS","PASS",""
"20130127_054","2013-01-27","54","PASS","4","PASS","PASS",""
"20130127_055","2013-01-27","55","PASS","4","PASS","PASS",""
"20130127_056","2013-01-27","56","PASS","4","PASS","PASS",""
"20130127_057","2013-01-27","57","PASS","4","PASS","PASS",""
"20130127_058","2013-01-27","58","PASS","4","PASS","PASS",""
"20130127_059","2013-01-27","59","PASS","4","PASS","PASS",""
"20130127_060","2013-01-27","60","PASS","4","PASS","PASS",""
"20130414_001","2013-04-14","1","PASS","1","PASS","PASS",""
"20130414_002","2013-04-14","2","PASS","1","PASS","PASS",""
"20130414_003","2013-04-14","3","PASS","1","PASS","PASS",""
"20130414_004","2013-04-14","4","PASS","1","PASS","PASS",""
"20130414_005","2013-04-14","5","PASS","1","PASS","PASS",""
"20130414_006","2013-04-14","6","PASS","1","PASS","PASS",""
"20130414_007","2013-04-14","7","PASS","1","PASS","PASS",""
"20130414_008","2013-04-14","8","PASS","1","PASS","PASS",""
"20130414_009","2013-04-14","9","PASS","1","PASS","PASS",""
"20130414_010","2013-04-14","10","PASS","1","PASS","PASS",""
"20130414_011","2013-04-14","11","PASS","1","PASS","PASS",""
"20130414_012","2013-04-14","12","IMAGE_REVIEW_INCOMPLETE","1","PASS","PASS","이미지·도형·보기 문맥이 누락되었거나 placeholder로 저장됨"
"20130414_013","2013-04-14","13","PASS","1","PASS","PASS",""
"20130414_014","2013-04-14","14","PASS","1","PASS","PASS",""
"20130414_015","2013-04-14","15","PASS","1","PASS","PASS",""
"20130414_016","2013-04-14","16","PASS","1","PASS","PASS",""
"20130414_017","2013-04-14","17","PASS","1","PASS","PASS",""
"20130414_018","2013-04-14","18","PASS","2","PASS","PASS",""
"20130414_019","2013-04-14","19","PASS","2","PASS","PASS",""
"20130414_020","2013-04-14","20","PASS","2","PASS","PASS",""
"20130414_021","2013-04-14","21","PASS","2","PASS","PASS",""
"20130414_022","2013-04-14","22","PASS","2","PASS","PASS",""
"20130414_023","2013-04-14","23","PASS","2","PASS","PASS",""
"20130414_024","2013-04-14","24","IMAGE_REVIEW_INCOMPLETE","2","PASS","PASS","이미지·도형·보기 문맥이 누락되었거나 placeholder로 저장됨"
"20130414_025","2013-04-14","25","PASS","2","PASS","PASS",""
"20130414_026","2013-04-14","26","IMAGE_REVIEW_INCOMPLETE","2","PASS","PASS","이미지·도형·보기 문맥이 누락되었거나 placeholder로 저장됨"
"20130414_027","2013-04-14","27","PASS","2","PASS","PASS",""
"20130414_028","2013-04-14","28","PASS","2","PASS","PASS",""
"20130414_029","2013-04-14","29","PASS","2","PASS","PASS",""
"20130414_030","2013-04-14","30","PASS","2","PASS","PASS",""
"20130414_031","2013-04-14","31","PASS","2","PASS","PASS",""
"20130414_032","2013-04-14","32","PASS","2","PASS","PASS",""
"20130414_033","2013-04-14","33","PASS","2","PASS","PASS",""
"20130414_034","2013-04-14","34","PASS","3","PASS","PASS",""
"20130414_035","2013-04-14","35","PASS","3","PASS","PASS",""
"20130414_036","2013-04-14","36","PASS","3","PASS","PASS",""
"20130414_037","2013-04-14","37","PASS","3","PASS","PASS",""
"20130414_038","2013-04-14","38","PASS","3","PASS","PASS",""
"20130414_039","2013-04-14","39","PASS","3","PASS","PASS",""
"20130414_040","2013-04-14","40","PASS","3","PASS","PASS",""
"20130414_041","2013-04-14","41","PASS","3","PASS","PASS",""
"20130414_042","2013-04-14","42","PASS","3","PASS","PASS",""
"20130414_043","2013-04-14","43","PASS","3","PASS","PASS",""
"20130414_044","2013-04-14","44","PASS","3","PASS","PASS",""
"20130414_045","2013-04-14","45","PASS","3","PASS","PASS",""
"20130414_046","2013-04-14","46","PASS","3","PASS","PASS",""
"20130414_047","2013-04-14","47","IMAGE_REVIEW_INCOMPLETE","3","PASS","PASS","이미지·도형·보기 문맥이 누락되었거나 placeholder로 저장됨"
"20130414_048","2013-04-14","48","PASS","3","PASS","PASS",""
"20130414_049","2013-04-14","49","PASS","4","PASS","PASS",""
"20130414_050","2013-04-14","50","PASS","4","PASS","PASS",""
"20130414_051","2013-04-14","51","PASS","4","PASS","PASS",""
"20130414_052","2013-04-14","52","PASS","4","PASS","PASS",""
"20130414_053","2013-04-14","53","PASS","4","PASS","PASS",""
"20130414_054","2013-04-14","54","PASS","4","PASS","PASS",""
"20130414_055","2013-04-14","55","PASS","4","PASS","PASS",""
"20130414_056","2013-04-14","56","PASS","4","PASS","PASS",""
"20130414_057","2013-04-14","57","PASS","4","PASS","PASS",""
"20130414_058","2013-04-14","58","PASS","4","PASS","PASS",""
"20130414_059","2013-04-14","59","PASS","4","PASS","PASS",""
"20130414_060","2013-04-14","60","PASS","4","PASS","PASS",""
"20130721_001","2013-07-21","1","PASS","1","PASS","PASS",""
"20130721_002","2013-07-21","2","PASS","1","PASS","PASS",""
