question_id,date,number,review,primary_topic,primary_title,current_slug,final_topic,final_title,final_current_slug,review_resolution,score,runner_up,runner_up_score,confidence,tied,secondary_topics,matched_terms,body
20120212_021,2012-02-12,21,jpg 확필,piping-fittings-valves,배관·이음쇠·밸브,boiler-piping-insulation,piping-fittings-valves,배관·이음쇠·밸브,boiler-piping-insulation,pdf-reviewed,8,automatic-control-interlocks,0,medium,false,,선택지:밸브 일반,그림 기화와 같은 밸브의 종류 명칭은?
20120212_022,2012-02-12,22,,energy-laws-inspection,에너지 관계법규·검사,energy-laws-and-inspection,energy-laws-inspection,에너지 관계법규·검사,energy-laws-and-inspection,automatic,12,failures-accidents-safety,8,high,false,failures-accidents-safety:8,본문:검사 행정,보일러의 검사기준에 관한 설명으로 틀린 것은?
20120212_023,2012-02-12,23,,operation-maintenance-preservation,기동·운전·정지·보존,boiler-operation-maintenance,operation-maintenance-preservation,기동·운전·정지·보존,boiler-operation-maintenance,automatic,16,automatic-control-interlocks,0,high,false,,본문:보일러 보존,보일러 보존 시 건조제로 주로 쓰이는 것이 아닌 것은?
20120212_024,2012-02-12,24,,piping-fittings-valves,배관·이음쇠·밸브,boiler-piping-insulation,piping-fittings-valves,배관·이음쇠·밸브,boiler-piping-insulation,automatic,30,automatic-control-interlocks,0,high,false,,본문:배관 | 선택지:이음쇠 | 본문:신축·지지,배관의 신축이음 종류가 아닌 것은?
20120212_025,2012-02-12,25,,steam-traps-condensate,증기트랩·응축수 환수,boiler-piping-insulation,steam-traps-condensate,증기트랩·응축수 환수,boiler-piping-insulation,automatic,32,heating-systems,14,high,false,,본문:응축수 | 본문:환수 계통,진공환수식 증기 배관에서 리프트 피팅으로 흡상할 수 있는 1단 최고 흡상 높이는 몇m 이하로 하는 것이 좋은가?
20120212_026,2012-02-12,26,,heating-load-radiators,난방부하·방열기 계산,boiler-installation-combustion,heating-load-radiators,난방부하·방열기 계산,boiler-installation-combustion,automatic,18,automatic-control-interlocks,0,high,false,,본문:난방부하,난방부하 계산과정에서 고려하지 않아도 되는 것은?
20120212_027,2012-02-12,27,,insulation-materials,보온·단열재,boiler-piping-insulation,insulation-materials,보온·단열재,boiler-piping-insulation,automatic,45,automatic-control-interlocks,0,high,false,,본문:보온재 | 선택지:단열 | 선택지:보온재 종류 | 선택지:글라스울,다음 보온재의 종류 중 안전사용 최고온도가 가장 낮은 것은?
20120212_028,2012-02-12,28,,boiler-types-construction,보일러 형식·구조·재료,boiler-operation-basics,failures-accidents-safety,고장·사고·작업안전,boiler-work-safety,pdf-reviewed,15,failures-accidents-safety,14,low,false,failures-accidents-safety:14,선택지:보일러 구조 | 선택지:특수 전열관,다음 중 보일러 손상의 하나인 압궤가 일어나기 쉬운 부분은?
20120212_029,2012-02-12,29,,safety-devices,안전장치·연소안전,boiler-protection-devices,safety-devices,안전장치·연소안전,boiler-protection-devices,automatic,35,piping-fittings-valves,8,high,false,,본문:안전장치 | 선택지:안전밸브·방출밸브 | 선택지:화염 감시,다음 중 보일러의 안전장치에 해당되지 않는 것은?
20120212_030,2012-02-12,30,,insulation-materials,보온·단열재,boiler-piping-insulation,insulation-materials,보온·단열재,boiler-piping-insulation,automatic,16,heat-steam-thermodynamics,9,high,false,heat-steam-thermodynamics:9,본문:단열,열전도율이 다른 여러 층의 매체를 대상으로 정상상태에서 고온측으로부터 저온측으로 열이 이동할 때의 평균 열 통과율을 의미하는 것은?
20120212_031,2012-02-12,31,,fuel-properties,연료 특성·발열량,boiler-installation-combustion,fuel-properties,연료 특성·발열량,boiler-installation-combustion,automatic,30,burners-furnaces-atomization,18,high,false,burners-furnaces-atomization:18,본문:연료 종류 | 본문:가스 연료,기체연료의 연소방식과 관계가 없는 것은?
20120212_032,2012-02-12,32,,heat-steam-thermodynamics,열·증기·열역학 기초,boiler-operation-basics,heat-steam-thermodynamics,열·증기·열역학 기초,boiler-operation-basics,automatic,18,automatic-control-interlocks,0,high,false,,본문:증기 상태,건도를 x라고 할 때 습증기는 어느 것인가?
20120212_033,2012-02-12,33,,auxiliary-feedwater-equipment,급수·부대설비,boiler-auxiliary-equipment,auxiliary-feedwater-equipment,급수·부대설비,boiler-auxiliary-equipment,automatic,18,boiler-types-construction,6,high,false,,본문:급수펌프,보일러 급수 펌프인 터빈펌프의 일반적인 특징이 아닌 것은?
20120212_034,2012-02-12,34,,instruments-accessories,계측·부속장치,boiler-accessory-equipment,instruments-accessories,계측·부속장치,boiler-accessory-equipment,automatic,31,water-treatment-corrosion,9,high,false,,선택지:압력·온도·유량계 | 본문:부속장치 | 선택지:수트블로워,보일러 부속장치 설명중 잘못된 것은?
20120212_035,2012-02-12,35,,fuel-properties,연료 특성·발열량,boiler-installation-combustion,fuel-properties,연료 특성·발열량,boiler-installation-combustion,automatic,22,efficiency-output-heat-balance,10,high,false,,본문:연료 종류 | 선택지:발열량,고체연료와 비교하여 액체연료 사용 시의 장점을 잘못 설명한 것은?
20120212_036,2012-02-12,36,,environmental-pollution-control,집진·환경설비,boiler-accessory-equipment,environmental-pollution-control,집진·환경설비,boiler-accessory-equipment,automatic,20,automatic-control-interlocks,0,high,false,,본문:집진장치,"집진 효율이 대단히 좋고, 0.5μm이하 정도의 미세한 입자도 처리할 수 있는 집진장치는?"
20120212_037,2012-02-12,37,,efficiency-output-heat-balance,효율·증발량·열정산,boiler-efficiency-heat-balance,efficiency-output-heat-balance,효율·증발량·열정산,boiler-efficiency-heat-balance,automatic,20,heat-steam-thermodynamics,9,high,false,,본문:열정산,열정산의 방법에서 입열 항목에 속하지 않는 것은?
20120212_038,2012-02-12,38,,safety-devices,안전장치·연소안전,boiler-protection-devices,safety-devices,안전장치·연소안전,boiler-protection-devices,automatic,23,automatic-control-interlocks,20,medium,false,automatic-control-interlocks:20,선택지:안전밸브·방출밸브 | 선택지:화염 감시 | 선택지:압력 보호,보일러의 자동제어 장치로 쓰이지 않는 것은?
20120212_039,2012-02-12,39,,heat-steam-thermodynamics,열·증기·열역학 기초,boiler-operation-basics,heat-steam-thermodynamics,열·증기·열역학 기초,boiler-operation-basics,automatic,46,fuel-properties,12,high,false,,본문:엔탈피·잠열 | 본문:비열·열량 | 본문:기체 법칙,"급수온도 30℃에서 압력 1MPa 온도 180℃의 증기를 1시간당 10000kg 발생 시키는 보일러에서 효율은 약 몇%인가? (단, 증기 엔탈피는 664kcal/kg , 표준상태에서 가스 사용량은 500m3/h, 이 연료의 저위 발열량은 15000kcal/m3이다.)"
20120212_040,2012-02-12,40,,failures-accidents-safety,고장·사고·작업안전,boiler-work-safety,failures-accidents-safety,고장·사고·작업안전,boiler-work-safety,pdf-reviewed,8,instruments-accessories,7,low,false,instruments-accessories:7 | boiler-types-construction:6,선택지:폭발·화재,보일러의 사고발생 원인 중 제작상의 원인에 해당되지 않는 것은?
20120212_041,2012-02-12,41,,piping-fittings-valves,배관·이음쇠·밸브,boiler-piping-insulation,piping-fittings-valves,배관·이음쇠·밸브,boiler-piping-insulation,automatic,16,automatic-control-interlocks,0,high,false,,본문:이음쇠,엘보나 티와 같이 내경이 나사로 된 부품을 폐쇄할 필요가 있을 때 사용되는 것은?
20120212_042,2012-02-12,42,,operation-maintenance-preservation,기동·운전·정지·보존,boiler-operation-maintenance,operation-maintenance-preservation,기동·운전·정지·보존,boiler-operation-maintenance,automatic,18,instruments-accessories,10,high,false,instruments-accessories:10,본문:기동·점화 | 선택지:점검·정비,사용 중인 보일러의 점화전 주의사항으로 잘못된 것은?
20120212_043,2012-02-12,43,,piping-fittings-valves,배관·이음쇠·밸브,boiler-piping-insulation,piping-fittings-valves,배관·이음쇠·밸브,boiler-piping-insulation,automatic,14,automatic-control-interlocks,0,high,false,,본문:강관 규격,"호칭지름 15A 의 강관을 굽힘 반지름 80㎜, 각도 90°로 굽힐 때 굽힘부의 필요한 중상 곡선부 길이는 약 몇 ㎜인가?"
20120212_044,2012-02-12,44,,heating-load-radiators,난방부하·방열기 계산,boiler-installation-combustion,heating-load-radiators,난방부하·방열기 계산,boiler-installation-combustion,automatic,38,heating-systems,6,high,false,,본문:난방부하 | 본문:방열기 계산,난방 부하가 2250kcal/h 인 경우 온수 방열기의 방열면적은 몇 m2인가?
20120212_045,2012-02-12,45,,steam-traps-condensate,증기트랩·응축수 환수,boiler-piping-insulation,steam-traps-condensate,증기트랩·응축수 환수,boiler-piping-insulation,automatic,20,automatic-control-interlocks,0,high,false,,본문:증기트랩,"증기 트랩을 기계식 트랩, 온도조절식트랩, 열역학적트랩 으로 구분할 때 온도조절식 트랩에 해당되는 것은?"
20120212_046,2012-02-12,46,,energy-laws-inspection,에너지 관계법규·검사,energy-laws-and-inspection,energy-laws-inspection,에너지 관계법규·검사,energy-laws-and-inspection,automatic,30,automatic-control-interlocks,0,high,false,,본문:검사 행정 | 본문:가열로 기준,철금속가열로란 단조가 가능하도록 가열하는 것을 주목적으로 하는 노로써 정격 용량이 몇kcal/h를 초과하는 것을 말하는가?
20120212_047,2012-02-12,47,,water-treatment-corrosion,수질관리·스케일·부식,boiler-water-treatment,water-treatment-corrosion,수질관리·스케일·부식,boiler-water-treatment,automatic,15,draft-flue-gas,7,high,false,,선택지:수처리 | 선택지:분출·농축,연소시작 시 부속설비 관리에서 급수 예열기에 대한 설명으로 틀린 것은?
20120212_048,2012-02-12,48,,water-treatment-corrosion,수질관리·스케일·부식,boiler-water-treatment,water-treatment-corrosion,수질관리·스케일·부식,boiler-water-treatment,automatic,9,auxiliary-feedwater-equipment,7,medium,false,auxiliary-feedwater-equipment:7,선택지:스케일,급수 탱크의 설치에 대한 설명 중 틀린 것은?
20120212_049,2012-02-12,49,,heating-systems,증기·온수·복사난방,boiler-piping-insulation,heating-systems,증기·온수·복사난방,boiler-piping-insulation,automatic,21,piping-fittings-valves,5,high,false,,본문:난방 방식 | 선택지:방열기,온수난방에서 역귀환방식을 채택하는 주된 이유는?
20120212_050,2012-02-12,50,,piping-fittings-valves,배관·이음쇠·밸브,boiler-piping-insulation,piping-fittings-valves,배관·이음쇠·밸브,boiler-piping-insulation,automatic,10,automatic-control-interlocks,0,high,false,,본문:배관,본래 배관의 회전을 제한하기 위하여 사용되어 왔으나 근래에는 배관계의 축 방향의 안내 역할을 하며 축과 직각 방향의 이동을 구속하는데 사용되는 레스트레인트의 종류는?
20120212_051,2012-02-12,51,,draft-flue-gas,통풍·연도·굴뚝,boiler-installation-combustion,draft-flue-gas,통풍·연도·굴뚝,boiler-installation-combustion,automatic,14,piping-fittings-valves,10,high,false,piping-fittings-valves:10,본문:연도·굴뚝,온실가스 배출량 및 에너지 사용량 등의 보고와 관련하여 관리업체는 해당 연도 온실가스 배출량 및 에너지 소비량에 관한 명세서를 작성하고 이에 대한 검증기관의 검증 결과를 언제까지 부문별 관장기관에게 제출하여야 하는가?
20120212_052,2012-02-12,52,,energy-laws-inspection,에너지 관계법규·검사,energy-laws-and-inspection,energy-laws-inspection,에너지 관계법규·검사,energy-laws-and-inspection,automatic,20,automatic-control-interlocks,0,high,false,,본문:에너지이용합리화법,에너지 이용 합리화법의 목적이 아닌 것은?
20120212_053,2012-02-12,53,,energy-laws-inspection,에너지 관계법규·검사,energy-laws-and-inspection,energy-laws-inspection,에너지 관계법규·검사,energy-laws-and-inspection,automatic,18,automatic-control-interlocks,0,high,false,,본문:저탄소·녹색성장,"정부는 국가전략을 효율적, 체계적으로 이행하기 위해 몇 년마다 저탄소 녹색 성장 국가전략 5개년 계획을 수립하는가?"
20120212_054,2012-02-12,54,,energy-laws-inspection,에너지 관계법규·검사,energy-laws-and-inspection,energy-laws-inspection,에너지 관계법규·검사,energy-laws-and-inspection,automatic,32,automatic-control-interlocks,0,high,false,,본문:에너지이용합리화법 | 본문:효율관리,에너지 이용합리화법상 효율관리 기자재가 아닌 것은?
20120212_055,2012-02-12,55,,energy-laws-inspection,에너지 관계법규·검사,energy-laws-and-inspection,energy-laws-inspection,에너지 관계법규·검사,energy-laws-and-inspection,automatic,18,automatic-control-interlocks,0,high,false,,본문:신재생에너지 표기 변형,"신축, 증축 또는 개축하는 건축물에 대하여 그 설계 시 산출된 예상 에너지 사용량의 일정 비율 이상을 신·재생 에너지를 이용하여 공급되는 에너지를 사용하도록 신·재생 에너지 설비를 의무적으로 설치하게 할 수 있는 기관이 아닌 것은?"
20120212_056,2012-02-12,56,,insulation-materials,보온·단열재,boiler-piping-insulation,insulation-materials,보온·단열재,boiler-piping-insulation,automatic,20,automatic-control-interlocks,0,high,false,,본문:보온재,다음 중 유기질 보온재에 속하지 않는 것은?
20120212_057,2012-02-12,57,,piping-fittings-valves,배관·이음쇠·밸브,boiler-piping-insulation,piping-fittings-valves,배관·이음쇠·밸브,boiler-piping-insulation,automatic,13,automatic-control-interlocks,0,high,false,,선택지:배관 | 선택지:이음쇠,동관 작업용 공구의 사용목적이 바르게 설명된 것은?
20120212_058,2012-02-12,58,,heating-systems,증기·온수·복사난방,boiler-piping-insulation,heating-systems,증기·온수·복사난방,boiler-piping-insulation,automatic,33,piping-fittings-valves,18,high,false,,본문:난방 방식 | 선택지:팽창탱크 | 본문:난방 배관,온수난방의 배관 시공법에 관한 설명으로 틀린 것은?
20120212_059,2012-02-12,59,,boiler-types-construction,보일러 형식·구조·재료,boiler-operation-basics,boiler-types-construction,보일러 형식·구조·재료,boiler-operation-basics,automatic,12,piping-fittings-valves,10,medium,false,piping-fittings-valves:10 | heating-systems:7,본문:보일러 구조,황수관의 배관방식에 의한 분류 중 환수 주관을 보일러의 표준 수위보다 낮게 배관하여 환수하는 방식은 어떤 배관 방식인가?
20120212_060,2012-02-12,60,,energy-laws-inspection,에너지 관계법규·검사,energy-laws-and-inspection,energy-laws-inspection,에너지 관계법규·검사,energy-laws-and-inspection,automatic,45,automatic-control-interlocks,0,high,false,,본문:에너지이용합리화법 | 본문:법령·행정 | 선택지:효율관리 | 선택지:열사용기자재,에너지 이용 합리화법의 위반사항과 벌칙 내용이 맞게 짝 지워진 것은?
20120408_001,2012-04-08,1,,burners-furnaces-atomization,버너·화격자·연소장치,boiler-installation-combustion,burners-furnaces-atomization,버너·화격자·연소장치,boiler-installation-combustion,automatic,20,automatic-control-interlocks,9,high,false,,본문:버너,버너에서 연료분사 후 소정의 시간이 경과하여도 착화를 볼 수 없을 때 전자밸브를 닫아서 연소를 저지하는 제어는?
20120408_002,2012-04-08,2,,safety-devices,안전장치·연소안전,boiler-protection-devices,safety-devices,안전장치·연소안전,boiler-protection-devices,automatic,18,boiler-types-construction,6,high,false,,본문:안전밸브·방출밸브,안전밸브의 수동시험은 최고사용압력의 몇 % 이상의 압력으로 행하는가?
20120408_003,2012-04-08,3,,efficiency-output-heat-balance,효율·증발량·열정산,boiler-efficiency-heat-balance,efficiency-output-heat-balance,효율·증발량·열정산,boiler-efficiency-heat-balance,automatic,34,automatic-control-interlocks,0,high,false,,본문:증발량 | 본문:출력·부하율,"보일러 실제 증발량이 7000kg/h이고, 최대연속 증발량이 8t/h일 때, 이 보일러 부하율은 몇 % 인가?"
20120408_004,2012-04-08,4,,combustion-air-calculation,연소·공기비·배기가스 계산,boiler-installation-combustion,combustion-air-calculation,연소·공기비·배기가스 계산,boiler-installation-combustion,automatic,18,automatic-control-interlocks,0,high,false,,본문:연소 계산,과잉공기량에 관한 설명으로 옳은 것은?
20120408_005,2012-04-08,5,,heat-steam-thermodynamics,열·증기·열역학 기초,boiler-operation-basics,heat-steam-thermodynamics,열·증기·열역학 기초,boiler-operation-basics,automatic,14,automatic-control-interlocks,0,high,false,,본문:비열·열량,10℃의 물 400kg과 90℃의 더운물 100kg을 혼합하면 혼합 후의 물의 온도는?
20120408_006,2012-04-08,6,,boiler-types-construction,보일러 형식·구조·재료,boiler-operation-basics,boiler-types-construction,보일러 형식·구조·재료,boiler-operation-basics,automatic,15,efficiency-output-heat-balance,10,high,false,efficiency-output-heat-balance:10,선택지:내분·외분식 | 선택지:보일러 구조,원통형 보일러에 관한 설명으로 틀린 것은?
20120408_007,2012-04-08,7,jpg 확필,draft-flue-gas,통풍·연도·굴뚝,boiler-installation-combustion,draft-flue-gas,통풍·연도·굴뚝,boiler-installation-combustion,pdf-reviewed,16,automatic-control-interlocks,0,high,false,,본문:송풍기,보기에서 설명한 송풍기의 종류는?
20120408_008,2012-04-08,8,,instruments-accessories,계측·부속장치,boiler-accessory-equipment,instruments-accessories,계측·부속장치,boiler-accessory-equipment,automatic,17,fuel-properties,14,medium,false,fuel-properties:14,선택지:압력·온도·유량계 | 선택지:온도계 설치,연료유 탱크에 가열장치를 설치한 경우에 대한 설명으로 틀린 것은?
20120408_009,2012-04-08,9,,draft-flue-gas,통풍·연도·굴뚝,boiler-installation-combustion,draft-flue-gas,통풍·연도·굴뚝,boiler-installation-combustion,automatic,7,automatic-control-interlocks,0,medium,false,,선택지:연도·굴뚝,플레임 아이에 대하여 옳게 설명한 것은?
20120408_010,2012-04-08,10,,instruments-accessories,계측·부속장치,boiler-accessory-equipment,instruments-accessories,계측·부속장치,boiler-accessory-equipment,automatic,18,operation-maintenance-preservation,10,high,false,operation-maintenance-preservation:10,본문:수트블로워,수트 블로워 사용에 관한 주의사항으로 틀린 것은?
20120408_011,2012-04-08,11,,efficiency-output-heat-balance,효율·증발량·열정산,boiler-efficiency-heat-balance,efficiency-output-heat-balance,효율·증발량·열정산,boiler-efficiency-heat-balance,automatic,30,burners-furnaces-atomization,4,high,false,,선택지:보일러 효율 | 본문:열정산,보일러의 열정산 목적이 아닌 것은?
20120408_012,2012-04-08,12,,automatic-control-interlocks,자동제어·인터록,boiler-control-systems,automatic-control-interlocks,자동제어·인터록,boiler-control-systems,automatic,18,auxiliary-feedwater-equipment,0,high,false,,선택지:피드백·목표값 | 선택지:제어량·조작량,미리 정해진 순서에 따라 순차적으로 제어의 각 단계가 진행되는 제어 방식으로 작동 명령이 타이머나 릴레이에 의해서 수행되는 제어는?
20120408_013,2012-04-08,13,,auxiliary-feedwater-equipment,급수·부대설비,boiler-auxiliary-equipment,auxiliary-feedwater-equipment,급수·부대설비,boiler-auxiliary-equipment,automatic,14,automatic-control-interlocks,0,high,false,,본문:급수장치,급수탱크의 수위조절기에서 전극형 만의 특징에 해당하는 것은?
20120408_014,2012-04-08,14,,boiler-types-construction,보일러 형식·구조·재료,boiler-operation-basics,boiler-types-construction,보일러 형식·구조·재료,boiler-operation-basics,automatic,30,combustion-air-calculation,3,high,false,,본문:보일러 형식 | 본문:재료·제작,주철제 보일러의 특징에 관한 설명으로 틀린 것은?
20120408_015,2012-04-08,15,,steam-traps-condensate,증기트랩·응축수 환수,boiler-piping-insulation,steam-traps-condensate,증기트랩·응축수 환수,boiler-piping-insulation,automatic,20,heating-systems,18,medium,false,heating-systems:18,본문:증기트랩,증기난방시공에서 관말 증기 트랩 장치에서 냉각래그(Cooling leg)의 길이는 일반적으로 몇 m 이상으로 해주어야 하는가?
20120408_016,2012-04-08,16,,efficiency-output-heat-balance,효율·증발량·열정산,boiler-efficiency-heat-balance,efficiency-output-heat-balance,효율·증발량·열정산,boiler-efficiency-heat-balance,automatic,42,heat-steam-thermodynamics,18,high,false,,본문:보일러 효율 | 본문:증발량,"상당증발량=Ge(kg/h), 보일러 효율=η, 연료소비량=B(kg/h), 저위발열량=Hι(kcal/kg), 증발잠열=539(kcal/kg) 일 때 상당증발량(Ge)을 옳게 나타낸 것은?"
20120408_017,2012-04-08,17,,fuel-properties,연료 특성·발열량,boiler-installation-combustion,fuel-properties,연료 특성·발열량,boiler-installation-combustion,automatic,16,burners-furnaces-atomization,8,high,false,,본문:연료 종류,액체연료 중 경질유에 주로 사용하는 기화연소 방식의 종류에 해당하지 않는 것은?
20120408_018,2012-04-08,18,,fuel-properties,연료 특성·발열량,boiler-installation-combustion,fuel-properties,연료 특성·발열량,boiler-installation-combustion,automatic,36,combustion-air-calculation,10,high,false,,본문:유류·중유 | 본문:발열량 | 본문:연료 성분,"수소 15%, 수분 0.5% 중유의 고위발열량이 10000kcal/kg이다. 이 중유의 저위발열량은 몇 kcal/kg인가?"
20120408_019,2012-04-08,19,,boiler-types-construction,보일러 형식·구조·재료,boiler-operation-basics,boiler-types-construction,보일러 형식·구조·재료,boiler-operation-basics,automatic,9,automatic-control-interlocks,0,medium,false,,선택지:보일러 형식,슈미트 보일러는 보일러 분류에서 어디에 속하는가?
20120408_020,2012-04-08,20,jpg 확필,efficiency-output-heat-balance,효율·증발량·열정산,boiler-efficiency-heat-balance,efficiency-output-heat-balance,효율·증발량·열정산,boiler-efficiency-heat-balance,pdf-reviewed,16,automatic-control-interlocks,0,high,false,,본문:보일러마력,1보일러 마력은 대한 설명에서 괄호 안에 들어갈 숫자로 옳은 것은?
20120408_021,2012-04-08,21,,operation-maintenance-preservation,기동·운전·정지·보존,boiler-operation-maintenance,operation-maintenance-preservation,기동·운전·정지·보존,boiler-operation-maintenance,automatic,18,automatic-control-interlocks,0,high,false,,본문:보존,보일러의 보존법 중 장기보전법에 해당하지 않는 것은?
20120408_022,2012-04-08,22,,heating-load-radiators,난방부하·방열기 계산,boiler-installation-combustion,heating-load-radiators,난방부하·방열기 계산,boiler-installation-combustion,automatic,18,automatic-control-interlocks,0,high,false,,본문:난방부하,난방부하 설계 시 고려하여야 할 사항으로 거리가 먼 것은?
20120408_023,2012-04-08,23,,piping-fittings-valves,배관·이음쇠·밸브,boiler-piping-insulation,piping-fittings-valves,배관·이음쇠·밸브,boiler-piping-insulation,automatic,22,automatic-control-interlocks,0,high,false,,본문:배관 | 본문:신축·지지,열팽창에 의한 배관의 이동을 구속 또는 제한하는 배관지지구인 레스트레인트(restraint)의 종류가 아닌 것은?
20120408_024,2012-04-08,24,,heating-systems,증기·온수·복사난방,boiler-piping-insulation,heating-systems,증기·온수·복사난방,boiler-piping-insulation,automatic,26,piping-fittings-valves,22,high,false,piping-fittings-valves:22,본문:난방 방식 | 본문:난방 배관,"배관의 신축이음 중 지웰이음 이라고도 불리며, 주로 증기 및 온수난방용 배관에 사용되나, 신축 량이 너무 큰 배관에서는 나사 이음부가 헐거워져 누설의 염려가 있는 신축이음 방식은?"
20120408_025,2012-04-08,25,,operation-maintenance-preservation,기동·운전·정지·보존,boiler-operation-maintenance,operation-maintenance-preservation,기동·운전·정지·보존,boiler-operation-maintenance,automatic,18,combustion-air-calculation,3,high,false,,본문:운전 조치,보일러를 비상 정지시키는 경우의 일반적인 조치사항으로 잘못된 것은?
20120408_026,2012-04-08,26,,steam-traps-condensate,증기트랩·응축수 환수,boiler-piping-insulation,steam-traps-condensate,증기트랩·응축수 환수,boiler-piping-insulation,automatic,14,auxiliary-feedwater-equipment,9,high,false,auxiliary-feedwater-equipment:9,선택지:응축수 | 선택지:워터해머,보일러 운전자가 승기 시 취할 사항으로 맞는 것은?
20120408_027,2012-04-08,27,,water-treatment-corrosion,수질관리·스케일·부식,boiler-water-treatment,water-treatment-corrosion,수질관리·스케일·부식,boiler-water-treatment,automatic,16,piping-fittings-valves,8,high,false,,본문:부식,다음 중 구상부식(grooving)의 발생장소로 거리가 먼 것은?
20120408_028,2012-04-08,28,jpg 확필,piping-fittings-valves,배관·이음쇠·밸브,boiler-piping-insulation,piping-fittings-valves,배관·이음쇠·밸브,boiler-piping-insulation,pdf-reviewed,100,automatic-control-interlocks,0,high,false,,이미지 자산 감사표: 동력 나사절삭기 구조 그림 | 본문:배관 공구·작업,다음 그림과 같은 동력 나사절삭기의 종류의 형식으로 맞는 것은?
20120408_029,2012-04-08,29,,heating-load-radiators,난방부하·방열기 계산,boiler-installation-combustion,heating-load-radiators,난방부하·방열기 계산,boiler-installation-combustion,automatic,56,heating-systems,6,high,false,,본문:난방부하 | 본문:방열기 계산 | 본문:난방 계산,"난방부하가 5600kcal/h, 방열기 계수 7kcal/m2·h·℃, 승수온도 80℃, 환수온도 60℃, 실내온도 20℃ 일 때 방열기의 소요 방열면적은 몇 m2인가?"
20120408_030,2012-04-08,30,,water-treatment-corrosion,수질관리·스케일·부식,boiler-water-treatment,water-treatment-corrosion,수질관리·스케일·부식,boiler-water-treatment,automatic,26,automatic-control-interlocks,0,high,false,,선택지:수처리 | 본문:캐리오버,보일러에서 포밍이 발생하는 경우로 거리가 먼 것은?
20120408_031,2012-04-08,31,,fuel-properties,연료 특성·발열량,boiler-installation-combustion,fuel-properties,연료 특성·발열량,boiler-installation-combustion,automatic,14,automatic-control-interlocks,0,high,false,,본문:가스 연료,액화석유가스(LPG)의 일반적인 성질에 대한 설명으로 틀린 것은?
20120408_032,2012-04-08,32,,boiler-types-construction,보일러 형식·구조·재료,boiler-operation-basics,boiler-types-construction,보일러 형식·구조·재료,boiler-operation-basics,automatic,12,efficiency-output-heat-balance,10,medium,false,efficiency-output-heat-balance:10 | failures-accidents-safety:7,본문:보일러 구조,보일러 본체에서 수부가 클 경우의 설명으로 틀린 것은?
20120408_033,2012-04-08,33,,heat-steam-thermodynamics,열·증기·열역학 기초,boiler-operation-basics,heat-steam-thermodynamics,열·증기·열역학 기초,boiler-operation-basics,automatic,25,automatic-control-interlocks,0,high,false,,선택지:증기 상태 | 선택지:엔탈피·잠열 | 선택지:압력·온도 기초,다음 중 임계점에 대한 설명으로 틀린 것은?
20120408_034,2012-04-08,34,,burners-furnaces-atomization,버너·화격자·연소장치,boiler-installation-combustion,burners-furnaces-atomization,버너·화격자·연소장치,boiler-installation-combustion,automatic,26,combustion-air-calculation,6,high,false,,선택지:버너 | 본문:화격자·연소장치,다음 중 확산연소방식에 의한 연소장치에 해당하는 것은?
20120408_035,2012-04-08,35,,safety-devices,안전장치·연소안전,boiler-protection-devices,safety-devices,안전장치·연소안전,boiler-protection-devices,automatic,26,combustion-air-calculation,6,high,false,,본문:연료차단 보호 | 선택지:압력 보호,"급유장치에서 보일러 가동 중 연소의 소화, 압력초과 등 이상 현상 발생 시 긴급히 연료를 차단하는 것은?"
20120408_036,2012-04-08,36,,automatic-control-interlocks,자동제어·인터록,boiler-control-systems,automatic-control-interlocks,자동제어·인터록,boiler-control-systems,automatic,16,auxiliary-feedwater-equipment,0,high,false,,본문:제어동작,제어장치의 제어동작 종류에 해당되지 않는 것은?
20120408_037,2012-04-08,37,,auxiliary-feedwater-equipment,급수·부대설비,boiler-auxiliary-equipment,auxiliary-feedwater-equipment,급수·부대설비,boiler-auxiliary-equipment,automatic,36,automatic-control-interlocks,0,high,false,,본문:절탄기 | 본문:급수장치,"급수예열기(절탄기, economizer)의 형식 및 구조에 대한 설명으로 틀린 것은?"
20120408_038,2012-04-08,38,,environmental-pollution-control,집진·환경설비,boiler-accessory-equipment,environmental-pollution-control,집진·환경설비,boiler-accessory-equipment,automatic,20,automatic-control-interlocks,0,high,false,,본문:집진장치,"가장 미세한 입자의 먼지를 집진할 수 있고, 압력 손실이 작으며, 집진효율이 높은 집진장치 형식은?"
20120408_039,2012-04-08,39,,burners-furnaces-atomization,버너·화격자·연소장치,boiler-installation-combustion,burners-furnaces-atomization,버너·화격자·연소장치,boiler-installation-combustion,automatic,20,automatic-control-interlocks,0,high,false,,본문:버너,가스버너에서 종류를 유도혼합식과 강제혼합식으로 구분할 때 유도혼합식에 속하는 것은?
20120408_040,2012-04-08,40,,piping-fittings-valves,배관·이음쇠·밸브,boiler-piping-insulation,piping-fittings-valves,배관·이음쇠·밸브,boiler-piping-insulation,automatic,10,automatic-control-interlocks,0,high,false,,본문:배관,배관에서 바이패스관의 설치 목적으로 가장 적합한 것은?
20120408_041,2012-04-08,41,,piping-fittings-valves,배관·이음쇠·밸브,boiler-piping-insulation,piping-fittings-valves,배관·이음쇠·밸브,boiler-piping-insulation,automatic,14,automatic-control-interlocks,0,high,false,,본문:패킹·가스켓,글랜드 패킹의 종류에 해당하지 않는 것은?
