subject_id,status,slug,title,tags,questions,body_length,content_status,kosha_enrichment,legal_enrichment,visual_priority,action_priority,pending_disposition,reason,file
4,완료,gas-group-classification,가스 그룹 분류 (IIA/IIB/IIC),개념,2,860,현재 충분,아님,아님,권장,P2,,시각자료 권장,electrical/gas-group-classification.md
4,완료,gas-group-distance,가스 그룹별 최소 이격거리,개념+법령,2,709,보강 권장,아님,필요,낮음,P1,,법령 태그이나 전용 근거 영역 없음,electrical/gas-group-distance.md
4,완료,grounding-exemption,접지공사 면제·생략 조건,개념+법령,2,496,보강 우선,아님,필요,낮음,P0,,본문 496자; 법령 태그이나 전용 근거 영역 없음,electrical/grounding-exemption.md
4,완료,grounding-targets,전기기기 접지 대상,개념+법령,1,464,보강 우선,아님,필요,권장,P0,,본문 464자; 법령 태그이나 전용 근거 영역 없음; 시각자료 권장,electrical/grounding-targets.md
4,완료,grounding-types,접지공사 종류별 기준,개념+법령,9,532,보강 우선,아님,필요,필수,P0,,본문 532자로 얇음; 법령 태그이나 전용 근거 영역 없음; 시각자료 필수,electrical/grounding-types.md
4,미시작,insulation-calculation,저압전로 절연저항 계산,계산,0,45,미시작,아님,아님,낮음,HOLD,기존 완료 챕터 흡수 후보,기존 완료 챕터 흡수 후보,electrical/insulation-calculation.md
4,완료,insulation-temperature,절연물 등급별 허용온도,개념+법령,2,642,보강 우선,아님,필요,낮음,P0,,본문 642자로 얇음; 법령 태그이나 전용 근거 영역 없음,electrical/insulation-temperature.md
4,완료,leakage-breaker-exception,누전차단기 설치 불필요 조건,개념+법령,4,504,보강 우선,아님,필요,권장,P0,,본문 504자로 얇음; 법령 태그이나 전용 근거 영역 없음; 시각자료 권장,electrical/leakage-breaker-exception.md
4,완료,leakage-breaker-types,누전차단기 구조·정격·시설기준,개념,11,2264,현재 충분,아님,아님,필수,P2,,시각자료 필수,electrical/leakage-breaker-types.md
4,완료,leakage-vulnerable-points,누전 사고 취약 개소,개념,1,769,보강 권장,필요,아님,낮음,P1,,KOSHA 현장 해설·사례 보강 후보,electrical/leakage-vulnerable-points.md
4,완료,lightning-arrester-conditions,피뢰기 구비조건,개념,2,532,보강 권장,아님,아님,권장,P1,,본문 532자로 얇음; 시각자료 권장,electrical/lightning-arrester-conditions.md
4,완료,lightning-protection-standard,피뢰설비 설치 기준,개념+법령,3,870,현재 충분,아님,아님,필수,P2,,시각자료 필수,electrical/lightning-protection-standard.md
4,완료,low-voltage-insulation,저압전로 절연저항 기준,개념+법령,3,946,현재 충분,아님,아님,낮음,READY,,현재 기출 중심 설명 구조로 우선 사용 가능,electrical/low-voltage-insulation.md
4,완료,max-leakage-current,저압전선로 허용 누설전류,개념+법령,3,534,보강 우선,아님,필요,낮음,P0,,본문 534자로 얇음; 법령 태그이나 전용 근거 영역 없음,electrical/max-leakage-current.md
4,완료,ohms-law,옴의 법칙,계산,4,669,보강 권장,아님,아님,낮음,P1,,본문 669자로 얇음,electrical/ohms-law.md
4,완료,pipe-flow-limit,정전기 방지 배관 유속 제한,개념+법령,2,901,보강 권장,아님,필요,낮음,P1,,법령 태그이나 전용 근거 영역 없음,electrical/pipe-flow-limit.md
4,완료,power-current,전력 기준 전류 (단상·3상),계산,1,620,보강 권장,아님,아님,낮음,P1,,본문 620자로 얇음,electrical/power-current.md
4,미시작,power-cut-rate,정전률,계산,0,45,미시작,아님,아님,낮음,HOLD,근거 부족 정리 후보,근거 부족 정리 후보,electrical/power-cut-rate.md
4,완료,power-formula,전력 공식,계산,2,732,현재 충분,아님,아님,낮음,READY,,현재 기출 중심 설명 구조로 우선 사용 가능,electrical/power-formula.md
4,완료,power-off-procedure,정전작업 절차 6단계,절차,11,578,보강 우선,필요,필요,권장,P0,,본문 578자로 얇음; 현행 법령·고시 직접 확인이 필요한 주제; KOSHA 현장 해설·사례 보강 후보; 시각자료 권장,electrical/power-off-procedure.md
4,완료,shock-prevention,감전사고 방지 대책,절차,9,449,보강 우선,필요,필요,낮음,P0,,본문 449자; 현행 법령·고시 직접 확인이 필요한 주제; KOSHA 현장 해설·사례 보강 후보,electrical/shock-prevention.md
4,완료,static-energy,정전기 축적 에너지,계산,6,770,현재 충분,아님,아님,낮음,READY,,현재 기출 중심 설명 구조로 우선 사용 가능,electrical/static-energy.md
4,완료,static-occurrence-factors,정전기 발생 요인,개념,8,823,현재 충분,아님,아님,권장,P2,,시각자료 권장,electrical/static-occurrence-factors.md
4,완료,static-prevention,정전기 재해 방지 대책,절차,14,912,보강 권장,필요,아님,권장,P1,,KOSHA 현장 해설·사례 보강 후보; 시각자료 권장,electrical/static-prevention.md
4,완료,step-touch-voltage,허용보폭전압·접촉전압,개념,1,1155,현재 충분,아님,아님,필수,P2,,시각자료 필수,electrical/step-touch-voltage.md
4,완료,ventricular-fibrillation-current,심실세동·전격사 위험,계산,4,1171,현재 충분,아님,아님,낮음,READY,,현재 기출 중심 설명 구조로 우선 사용 가능,electrical/ventricular-fibrillation-current.md
4,완료,vf-danger-energy,심실세동 위험한계 에너지,계산,11,1224,현재 충분,아님,아님,낮음,READY,,현재 기출 중심 설명 구조로 우선 사용 가능,electrical/vf-danger-energy.md
4,완료,welder-duty-cycle,아크 용접기 허용사용률,계산,2,554,보강 권장,아님,아님,낮음,P1,,본문 554자로 얇음,electrical/welder-duty-cycle.md
4,완료,welder-efficiency,교류 아크 용접기 효율,계산,1,600,보강 권장,아님,아님,낮음,P1,,본문 600자로 얇음,electrical/welder-efficiency.md
4,완료,welder-shock-protector,교류 아크 용접기 전격 방지기 설치,개념,5,1417,보강 권장,필요,필요,필수,P1,,현행 법령·고시 직접 확인이 필요한 주제; KOSHA 현장 해설·사례 보강 후보; 시각자료 필수,electrical/welder-shock-protector.md
4,완료,wire-ignition-stages,과전류 전선 발화 단계,개념,1,916,보강 권장,필요,아님,권장,P1,,KOSHA 현장 해설·사례 보강 후보; 시각자료 권장,electrical/wire-ignition-stages.md
5,완료,acetylene-properties,아세틸렌 특성 (희석제·제조),개념,8,1316,보강 권장,필요,아님,낮음,P1,,KOSHA 현장 해설·사례 보강 후보,chemical/acetylene-properties.md
5,완료,adiabatic-compression,단열 압축 온도,계산,2,819,현재 충분,아님,아님,낮음,READY,,현재 기출 중심 설명 구조로 우선 사용 가능,chemical/adiabatic-compression.md
5,완료,bleve,BLEVE (비등액체증기폭발),개념,2,533,보강 권장,필요,아님,권장,P1,,본문 533자로 얇음; KOSHA 현장 해설·사례 보강 후보; 시각자료 권장,chemical/bleve.md
5,완료,burgess-wheeler,Burgess-Wheeler 법칙,계산,1,762,현재 충분,아님,아님,낮음,READY,,현재 기출 중심 설명 구조로 우선 사용 가능,chemical/burgess-wheeler.md
5,완료,cavitation,공동현상 (Cavitation),개념,2,1092,보강 권장,필요,아님,권장,P1,,KOSHA 현장 해설·사례 보강 후보; 시각자료 권장,mechanical/cavitation.md
5,완료,chemical-classification,산업안전보건규칙 위험물질 분류,개념,10,1227,보강 권장,필요,아님,낮음,P1,,KOSHA 현장 해설·사례 보강 후보,chemical/chemical-classification.md
5,완료,co2-extinguisher,CO₂ 소화약제 특성,개념,2,530,보강 권장,필요,아님,낮음,P1,,본문 530자로 얇음; KOSHA 현장 해설·사례 보강 후보,chemical/co2-extinguisher.md
5,완료,combustion-range-risk,연소 범위와 위험성,개념,21,710,보강 권장,필요,아님,권장,P1,,KOSHA 현장 해설·사례 보강 후보; 시각자료 권장,chemical/combustion-range-risk.md
5,완료,complete-combustion-cst,완전연소 조성 농도 (Cst),계산,8,983,현재 충분,아님,아님,낮음,READY,,현재 기출 중심 설명 구조로 우선 사용 가능,chemical/complete-combustion-cst.md
5,완료,concentration-conversion,"""농도 환산 (vol% → mg/L)""",계산,3,860,현재 충분,아님,아님,낮음,READY,,현재 기출 중심 설명 구조로 우선 사용 가능,chemical/concentration-conversion.md
5,미시작,drying-equipment,건조설비 안전,개념,0,45,미시작,후속 검증,후속 검증,권장,P2,독립 챕터 유지 후보,독립 챕터 유지 후보,chemical/drying-equipment.md
5,완료,dust-explosion-factors,분진폭발 요인 (화학·물리적),개념,13,503,보강 우선,필요,아님,권장,P0,,본문 503자로 얇음; KOSHA 현장 해설·사례 보강 후보; 시각자료 권장,chemical/dust-explosion-factors.md
5,완료,endothermic-substances,흡열반응 물질,개념,1,512,보강 권장,아님,아님,낮음,P1,,본문 512자로 얇음,chemical/endothermic-substances.md
5,완료,explosion-types,폭발 종류 (물리·화학),개념,3,1192,보강 권장,필요,아님,권장,P1,,KOSHA 현장 해설·사례 보강 후보; 시각자료 권장,chemical/explosion-types.md
5,완료,extinguisher-effects,소화약제별 주 소화효과,개념,4,1007,보강 권장,필요,아님,권장,P1,,KOSHA 현장 해설·사례 보강 후보; 시각자료 권장,chemical/extinguisher-effects.md
5,완료,fire-classification,화재 분류 A·B·C·D급,개념,5,390,보강 우선,필요,아님,필수,P0,,본문 390자; KOSHA 현장 해설·사례 보강 후보; 시각자료 필수,chemical/fire-classification.md
5,완료,fire-suppression-principles,소화 원리 4가지,개념,1,479,보강 우선,필요,아님,권장,P0,,본문 479자; KOSHA 현장 해설·사례 보강 후보; 시각자료 권장,chemical/fire-suppression-principles.md
5,완료,flameproof-flange-distance,내압방폭 플랜지 이격거리,개념+법령,0,656,보강 우선,아님,필요,낮음,P0,,본문 656자로 얇음; 법령 태그이나 전용 근거 영역 없음,chemical/flameproof-flange-distance.md
5,미시작,flash-rate,플래시율 (F),계산,0,45,미시작,아님,아님,낮음,HOLD,근거 부족 정리 후보,근거 부족 정리 후보,chemical/flash-rate.md
5,완료,flash-vs-ignition-point,인화점 vs 발화점,개념,9,509,보강 우선,필요,아님,권장,P0,,본문 509자로 얇음; KOSHA 현장 해설·사례 보강 후보; 시각자료 권장,chemical/flash-vs-ignition-point.md
5,완료,fourier-heat-law,푸리에 열전도 법칙,계산,1,575,보강 권장,아님,아님,낮음,P1,,본문 575자로 얇음,chemical/fourier-heat-law.md
5,미시작,gas-mass-volume,기체 질량·부피,계산,0,45,미시작,아님,아님,낮음,HOLD,기존 완료 챕터 흡수 후보,기존 완료 챕터 흡수 후보,chemical/gas-mass-volume.md
5,미시작,hazard-index,위험도 (H),계산,0,45,미시작,아님,아님,낮음,HOLD,기존 완료 챕터 흡수 후보,기존 완료 챕터 흡수 후보,chemical/hazard-index.md
5,완료,ideal-gas-law,이상기체 법칙,계산,0,2268,현재 충분,아님,아님,낮음,READY,,현재 기출 중심 설명 구조로 우선 사용 가능,chemical/ideal-gas-law.md
5,완료,jones-formula,Jones 식 (폭발범위 추정),계산,4,855,현재 충분,아님,아님,낮음,READY,,현재 기출 중심 설명 구조로 우선 사용 가능,chemical/jones-formula.md
5,완료,lechatelier-law,르샤틀리에 법칙,계산,1,863,현재 충분,아님,아님,낮음,READY,,현재 기출 중심 설명 구조로 우선 사용 가능,chemical/lechatelier-law.md
5,완료,mixed-solution-concentration,혼합 용액 농도,계산,2,662,보강 권장,아님,아님,낮음,P1,,본문 662자로 얇음,chemical/mixed-solution-concentration.md
5,완료,purge-inerting,퍼지 (불활성화),개념,1,531,보강 권장,필요,아님,권장,P1,,본문 531자로 얇음; KOSHA 현장 해설·사례 보강 후보; 시각자료 권장,chemical/purge-inerting.md
5,완료,reactive-dangerous-gases,위험물 반응 가스 발생,개념,2,630,보강 권장,필요,아님,낮음,P1,,본문 630자로 얇음; KOSHA 현장 해설·사례 보강 후보,chemical/reactive-dangerous-gases.md
5,완료,reactor-distillation-equipment,반응기·증류탑·열교환기,개념,9,950,보강 권장,필요,아님,권장,P1,,KOSHA 현장 해설·사례 보강 후보; 시각자료 권장,chemical/reactor-distillation-equipment.md
5,완료,safe-explosion-combinations,폭발 위험 낮은 조합,개념,5,537,보강 권장,필요,아님,낮음,P1,,본문 537자로 얇음; KOSHA 현장 해설·사례 보강 후보,chemical/safe-explosion-combinations.md
5,완료,safety-valve-shutoff-exception,안전밸브 전단·후단 차단밸브 금지 예외,개념+법령,3,1421,보강 권장,필요,필요,낮음,P1,,법령 태그이나 전용 근거 영역 없음; KOSHA 현장 해설·사례 보강 후보,chemical/safety-valve-shutoff-exception.md
5,완료,spontaneous-combustion,자연발화,개념,7,1047,보강 권장,필요,아님,권장,P1,,KOSHA 현장 해설·사례 보강 후보; 시각자료 권장,chemical/spontaneous-combustion.md
5,완료,surging-phenomenon,서징(Surging) 현상,개념,1,1011,보강 권장,필요,아님,권장,P1,,KOSHA 현장 해설·사례 보강 후보; 시각자료 권장,mechanical/surging-phenomenon.md
5,완료,theoretical-air,이론 공기량 (Ao),계산,1,910,현재 충분,아님,아님,낮음,READY,,현재 기출 중심 설명 구조로 우선 사용 가능,chemical/theoretical-air.md
5,완료,toxicity-indices,독성 지표 (LD50·LC50·TLV),개념,2,1124,현재 충분,아님,아님,낮음,READY,,현재 기출 중심 설명 구조로 우선 사용 가능,chemical/toxicity-indices.md
5,완료,vessel-charge-amount,용기 충전량,계산,1,672,보강 권장,아님,아님,낮음,P1,,본문 672자로 얇음,chemical/vessel-charge-amount.md
5,완료,water-prohibited-extinguishers,금수성 물질 소화기,개념,1,718,보강 권장,필요,아님,낮음,P1,,KOSHA 현장 해설·사례 보강 후보,chemical/water-prohibited-extinguishers.md
6,미시작,clam-shell,클램셸 (Clam Shell) 용도,개념,0,45,미시작,아님,아님,낮음,HOLD,근거 부족 정리 후보,근거 부족 정리 후보,construction/clam-shell.md
6,완료,construction-hazard-plan-documents,건설공사 유해·위험방지계획서 제출 기준,개념+법령,13,2579,현재 충분,아님,아님,낮음,READY,,현재 기출 중심 설명 구조로 우선 사용 가능,construction/construction-hazard-plan-documents.md
6,완료,construction-illuminance,작업면 조도 기준,개념+법령,2,1058,현재 충분,아님,아님,낮음,READY,,현재 기출 중심 설명 구조로 우선 사용 가능,construction/construction-illuminance.md
6,미시작,demolition-methods,해체 공법 4종,개념,0,45,미시작,아님,아님,낮음,HOLD,기존 완료 챕터 흡수 후보,기존 완료 챕터 흡수 후보,construction/demolition-methods.md
6,완료,demolition-safety-measures,해체 작업 안전 조치,절차,6,455,보강 우선,필요,필요,권장,P0,,본문 455자; 현행 법령·고시 직접 확인이 필요한 주제; KOSHA 현장 해설·사례 보강 후보; 시각자료 권장,construction/demolition-safety-measures.md
6,완료,earth-retaining-components,흙막이 지보공 구성요소,개념,6,903,보강 권장,필요,아님,필수,P1,,KOSHA 현장 해설·사례 보강 후보; 시각자료 필수,construction/earth-retaining-components.md
6,미시작,euler-buckling-load,오일러 좌굴하중 (Pcr),계산,0,45,미시작,아님,아님,낮음,P2,독립 챕터 유지 후보,독립 챕터 유지 후보,construction/euler-buckling-load.md
6,완료,excavation-slope-standard,굴착면 기울기 기준표,개념+법령,8,978,보강 권장,필요,필요,필수,P1,,법령 태그이나 전용 근거 영역 없음; KOSHA 현장 해설·사례 보강 후보; 시각자료 필수,construction/excavation-slope-standard.md
6,완료,fall-prevention-equipment,안전대·추락방지 설비,개념,4,938,보강 권장,필요,아님,필수,P1,,KOSHA 현장 해설·사례 보강 후보; 시각자료 필수,construction/fall-prevention-equipment.md
6,미시작,forklift-stability-criteria,지게차 안정도 기준 4종,개념,0,45,미시작,아님,아님,낮음,HOLD,기존 완료 챕터 흡수 후보,기존 완료 챕터 흡수 후보,construction/forklift-stability-criteria.md
6,미시작,forklift-stability-formula,지게차 주행 좌·우 안정도,계산,0,45,미시작,아님,아님,낮음,HOLD,기존 완료 챕터 흡수 후보,기존 완료 챕터 흡수 후보,construction/forklift-stability-formula.md
6,완료,gangway-ladder-standard,현문 사다리 설치기준,개념+법령,2,532,보강 권장,필요,아님,필수,P1,,본문 532자로 얇음; KOSHA 현장 해설·사례 보강 후보; 시각자료 필수,construction/gangway-ladder-standard.md
6,완료,hanging-scaffold-safety-factor,달비계 안전계수 기준,개념+법령,4,555,보강 우선,필요,필요,낮음,P0,,본문 555자로 얇음; 법령 태그이나 전용 근거 영역 없음; KOSHA 현장 해설·사례 보강 후보,construction/hanging-scaffold-safety-factor.md
6,완료,ladder-cage-standard,사다리식 통로·고정식 사다리 기준,개념+법령,8,1826,현재 충분,아님,아님,필수,P2,,시각자료 필수,construction/ladder-cage-standard.md
6,완료,pile-driver-stability,항타기·항발기 무너짐·권상 기준,개념+법령,4,1136,보강 권장,필요,아님,필수,P1,,KOSHA 현장 해설·사례 보강 후보; 시각자료 필수,construction/pile-driver-stability.md
6,완료,safety-handrail-structure,안전난간 구조 및 설치요건,개념+법령,3,1891,보강 권장,필요,필요,필수,P1,,법령 태그이나 전용 근거 영역 없음; KOSHA 현장 해설·사례 보강 후보; 시각자료 필수,construction/safety-handrail-structure.md
6,완료,safety-management-cost,산업안전보건관리비,개념+법령,12,1172,보강 권장,아님,필요,낮음,P1,,법령 태그이나 전용 근거 영역 없음,construction/safety-management-cost.md
6,완료,safety-net-standards,추락방호망 설치기준,개념,9,478,보강 우선,필요,필요,필수,P0,,본문 478자; 현행 법령·고시 직접 확인이 필요한 주제; KOSHA 현장 해설·사례 보강 후보; 시각자료 필수,construction/safety-net-standards.md
6,완료,shore-safety-standard,동바리 안전기준,개념+법령,11,531,보강 우선,필요,필요,필수,P0,,본문 531자로 얇음; 법령 태그이나 전용 근거 영역 없음; KOSHA 현장 해설·사례 보강 후보; 시각자료 필수,construction/shore-safety-standard.md
6,완료,slope-collapse-prevention,법면 붕괴 예방조치 3대 핵심,절차,1,836,보강 권장,필요,필요,권장,P1,,현행 법령·고시 직접 확인이 필요한 주제; KOSHA 현장 해설·사례 보강 후보; 시각자료 권장,construction/slope-collapse-prevention.md
6,완료,slope-stabilization-methods,사면 안정 공법 분류,개념,1,631,보강 권장,필요,아님,권장,P1,,본문 631자로 얇음; KOSHA 현장 해설·사례 보강 후보; 시각자료 권장,construction/slope-stabilization-methods.md
6,완료,soil-collapse-prevention,토사붕괴 원인·예방,개념,6,1038,보강 권장,필요,필요,권장,P1,,현행 법령·고시 직접 확인이 필요한 주제; KOSHA 현장 해설·사례 보강 후보; 시각자료 권장,construction/soil-collapse-prevention.md
6,완료,soil-permeability-factors,흙의 투수계수 영향 인자,개념,1,540,보강 권장,아님,아님,낮음,P1,,본문 540자로 얇음,construction/soil-permeability-factors.md
6,완료,soil-test-types,토질 시험 종류,개념,1,558,보강 권장,아님,아님,낮음,P1,,본문 558자로 얇음,construction/soil-test-types.md
6,완료,steel-frame-scaffold,강관틀비계 조립 준수사항,개념+법령,6,895,보강 권장,필요,필요,필수,P1,,법령 태그이나 전용 근거 영역 없음; KOSHA 현장 해설·사례 보강 후보; 시각자료 필수,construction/steel-frame-scaffold.md
6,완료,steel-frame-work,철골작업 안전,개념+법령,10,1083,보강 권장,필요,필요,권장,P1,,법령 태그이나 전용 근거 영역 없음; KOSHA 현장 해설·사례 보강 후보; 시각자료 권장,construction/steel-frame-work.md
6,완료,steel-pipe-scaffold,강관비계·강관틀비계 설치 기준,개념+법령,9,879,보강 권장,필요,필요,필수,P1,,법령 태그이나 전용 근거 영역 없음; KOSHA 현장 해설·사례 보강 후보; 시각자료 필수,construction/steel-pipe-scaffold.md
6,완료,temporary-passage-stairs,가설통로·계단 기준,개념+법령,9,1006,보강 권장,필요,필요,필수,P1,,법령 태그이나 전용 근거 영역 없음; KOSHA 현장 해설·사례 보강 후보; 시각자료 필수,construction/temporary-passage-stairs.md
6,완료,temporary-structure-defects,가설구조물 4대 특징,개념,1,623,보강 권장,필요,아님,권장,P1,,본문 623자로 얇음; KOSHA 현장 해설·사례 보강 후보; 시각자료 권장,construction/temporary-structure-defects.md
6,완료,tower-crane-rope-support,타워크레인 와이어로프 지지,개념+법령,3,497,보강 우선,필요,필요,필수,P0,,본문 497자; 법령 태그이나 전용 근거 영역 없음; KOSHA 현장 해설·사례 보강 후보; 시각자료 필수,construction/tower-crane-rope-support.md
6,완료,tower-crane-wind-limits,타워크레인 강풍 작업중지 기준,개념+법령,1,451,보강 우선,필요,아님,권장,P0,,본문 451자; KOSHA 현장 해설·사례 보강 후보; 시각자료 권장,construction/tower-crane-wind-limits.md
6,완료,tunnel-blasting,터널·발파 안전,절차+법령,16,1112,보강 권장,필요,필요,권장,P1,,법령 태그이나 전용 근거 영역 없음; KOSHA 현장 해설·사례 보강 후보; 시각자료 권장,construction/tunnel-blasting.md
6,완료,vehicle-overturn-prevention,차량계 하역운반기계 전도 방지,개념+법령,3,1079,보강 권장,필요,필요,권장,P1,,법령 태그이나 전용 근거 영역 없음; KOSHA 현장 해설·사례 보강 후보; 시각자료 권장,construction/vehicle-overturn-prevention.md
6,완료,walkway-board-standard,통로발판 구조 기준,개념+법령,1,556,보강 권장,필요,아님,필수,P1,,본문 556자로 얇음; KOSHA 현장 해설·사례 보강 후보; 시각자료 필수,construction/walkway-board-standard.md
6,완료,work-platform-standards,작업발판 기준,개념+법령,6,868,보강 권장,필요,필요,필수,P1,,법령 태그이나 전용 근거 영역 없음; KOSHA 현장 해설·사례 보강 후보; 시각자료 필수,construction/work-platform-standards.md
